"240313_ICP4"	"240313_n208"	"240501_ICP4"	"240501_RR_LL"	"240710_RR_LL"	"240814_ICP4"	"240814_RR_LL"	"240904_ICP4"	"240904_n208"	"240905_ICP4"	"240905_n208"	"240926_ICP4"
"ENSG00000284048"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000284049"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000284052"	7	11	7	2	8	0	12	17	9	29	27	9
"ENSG00000284054"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000284055"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000284057"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000284059"	0	0	0	0	0	0	0	0	0	0	0	1
"ENSG00000284060"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000284062"	0	0	0	0	0	0	0	0	1	0	0	0
"ENSG00000284064"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000284065"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000284067"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000284070"	0	0	0	0	0	0	0	0	2	2	0	0
"ENSG00000284071"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000284074"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000284078"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000284079"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000284081"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000284082"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000284084"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000284085"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000284087"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000284092"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000284094"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000284095"	0	0	0	0	0	0	0	3	0	1	0	0
"ENSG00000284098"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000284107"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000284108"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000284112"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000284114"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000284116"	1	0	0	0	0	2	0	0	0	0	0	0
"ENSG00000284117"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000284118"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000284121"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000284122"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000284125"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000284128"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000284129"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000284130"	1	21	0	5	2	0	0	30	5	17	15	2
"ENSG00000284134"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000284135"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000284138"	0	0	12	0	0	0	0	4	0	0	0	4
"ENSG00000284139"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000284140"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000284142"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000284143"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000284144"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000284146"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000284147"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000284148"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000284149"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000284152"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000284154"	5	5	4	0	0	6	0	13	19	0	5	0
"ENSG00000284155"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000284157"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000284158"	0	0	0	0	0	0	0	1	0	0	0	0
"ENSG00000284159"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000284160"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000284162"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000284163"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000284167"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000284171"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000284172"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000284173"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000284175"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000284176"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000284179"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000284180"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000284182"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000284184"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000284185"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000284186"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000284188"	0	3	0	0	0	0	0	2	3	0	2	0
"ENSG00000284190"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000284191"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000284193"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000284194"	6	18	1	6	5	5	0	29	9	15	20	17
"ENSG00000284195"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000284196"	0	7	0	7	9	0	10	26	13	3	14	9
"ENSG00000284197"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000284200"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000284202"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000284203"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000284204"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000284209"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000284214"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000284216"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000284219"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000284221"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000284224"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000284229"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000284231"	0	0	0	0	0	1	0	0	0	3	0	0
"ENSG00000284233"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000284234"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000284237"	3	6	5	0	0	0	10	21	10	10	15	18
"ENSG00000284239"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000284240"	0	2	0	0	3	0	0	3	2	2	10	9
"ENSG00000284242"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000284246"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000284247"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000284250"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000284251"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000284252"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000284253"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000284256"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000284258"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000284259"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000284261"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000284263"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000284265"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000284266"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000284268"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000284269"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000284272"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000284276"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000284277"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000284280"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000284283"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000284284"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000284286"	0	0	0	0	0	0	0	0	1	0	0	0
"ENSG00000284288"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000284289"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000284291"	0	0	0	0	0	0	0	0	0	0	0	3
"ENSG00000284292"	0	1	0	0	0	0	0	1	6	5	7	0
"ENSG00000284293"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000284294"	0	0	0	0	0	0	0	0	0	0	0	2
"ENSG00000284300"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000284305"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000284306"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000284308"	6	9	0	10	4	11	0	19	1	16	24	25
"ENSG00000284309"	0	0	0	0	0	0	0	0	0	0	1	0
"ENSG00000284310"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000284311"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000284317"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000284321"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000284324"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000284325"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000284327"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000284328"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000284329"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000284331"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000284332"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000284334"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000284336"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000284337"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000284341"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000284343"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000284344"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000284346"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000284351"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000284353"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000284356"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000284357"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000284360"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000284361"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000284362"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000284363"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000284364"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000284368"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000284370"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000284372"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000284373"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000284375"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000284376"	0	1	0	0	0	0	0	0	0	1	0	0
"ENSG00000284377"	0	0	0	0	0	0	0	0	0	0	3	5
"ENSG00000284378"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000284380"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000284385"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000284386"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000284387"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000284388"	2	0	0	0	0	0	0	1	0	0	0	1
"ENSG00000284391"	5	15	25	0	11	21	2	22	22	19	35	33
"ENSG00000284393"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000284394"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000284395"	0	5	0	0	0	0	0	0	4	7	4	3
"ENSG00000284399"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000284402"	3	5	0	0	0	0	0	1	0	0	1	0
"ENSG00000284407"	0	0	0	0	0	0	0	0	0	0	2	0
"ENSG00000284410"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000284411"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000284412"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000284415"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000284416"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000284418"	0	0	0	0	0	0	0	0	2	0	0	0
"ENSG00000284419"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000284421"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000284424"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000284425"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000284427"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000284428"	9	61	6	10	7	0	6	62	50	82	69	22
"ENSG00000284430"	5	18	7	7	4	0	12	8	29	7	10	33
"ENSG00000284431"	2	0	0	1	0	0	0	2	0	1	2	0
"ENSG00000284433"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000284435"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000284436"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000284438"	0	0	0	0	0	0	0	0	0	0	0	2
"ENSG00000284439"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000284440"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000284442"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000284443"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000284446"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000284447"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000284448"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000284450"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000284452"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000284453"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000284458"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000284459"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000284461"	0	0	0	0	0	0	0	2	0	0	3	0
"ENSG00000284463"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000284464"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000284465"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000284469"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000284471"	0	0	0	0	0	0	0	0	0	0	1	0
"ENSG00000284473"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000284474"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000284479"	2	8	7	1	0	0	0	7	9	0	12	15
"ENSG00000284481"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000284482"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000284484"	0	1	0	2	0	0	0	0	0	0	0	1
"ENSG00000284485"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000284488"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000284489"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000284490"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000284491"	0	2	0	0	0	0	2	0	0	4	0	2
"ENSG00000284498"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000284499"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000284500"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000284503"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000284505"	0	0	9	0	0	0	0	0	1	0	1	4
"ENSG00000284508"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000284512"	2	3	0	0	0	0	6	10	6	13	8	1
"ENSG00000284513"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000284516"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000284517"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000284518"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000284519"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000284520"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000284522"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000284523"	0	1	7	6	2	0	3	19	5	5	3	2
"ENSG00000284525"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000284526"	0	4	0	1	2	7	0	0	0	2	0	9
"ENSG00000284532"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000284534"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000284535"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000284536"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000284538"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000284540"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000284541"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000284542"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000284543"	0	0	0	0	0	0	0	1	0	4	0	2
"ENSG00000284544"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000284546"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000284547"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000284550"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000284553"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000284554"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000284557"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000284558"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000284564"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000284565"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000284567"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000284568"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000284570"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000284572"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000284574"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000284575"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000284583"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000284584"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000284585"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000284586"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000284587"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000284591"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000284592"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000284594"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000284595"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000284596"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000284600"	0	8	0	0	0	1	3	11	2	14	4	1
"ENSG00000284601"	0	0	0	0	0	0	0	0	0	0	1	0
"ENSG00000284602"	6	17	9	9	7	4	3	60	27	17	27	29
"ENSG00000284603"	0	0	0	0	0	0	0	0	1	0	0	0
"ENSG00000284604"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000284605"	0	0	0	0	0	0	0	1	2	4	3	0
"ENSG00000284606"	0	1	0	0	0	0	0	2	3	0	0	2
"ENSG00000284607"	0	1	0	0	0	0	0	1	0	3	0	1
"ENSG00000284608"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000284609"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000284610"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000284611"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000284612"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000284613"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000284614"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000284615"	0	0	0	0	0	0	0	0	3	0	0	0
"ENSG00000284616"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000284617"	0	0	0	0	0	0	0	0	2	0	0	0
"ENSG00000284618"	0	1	0	0	0	0	0	0	1	0	0	0
"ENSG00000284619"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000284620"	0	4	0	0	0	0	3	0	0	0	0	0
"ENSG00000284621"	0	1	0	1	0	0	0	1	0	0	5	0
"ENSG00000284622"	0	0	0	0	0	0	0	0	2	0	0	0
"ENSG00000284623"	0	0	0	0	0	0	0	0	0	0	1	0
"ENSG00000284624"	4	8	0	5	0	0	0	10	18	18	22	8
"ENSG00000284625"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000284626"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000284627"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000284628"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000284629"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000284630"	0	0	0	0	0	0	4	2	5	3	4	0
"ENSG00000284631"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000284632"	0	0	0	0	0	0	0	0	0	0	1	0
"ENSG00000284633"	0	0	0	0	0	0	0	1	0	0	2	2
"ENSG00000284634"	9	10	0	0	0	0	7	14	2	5	11	9
"ENSG00000284635"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000284636"	0	1	0	0	0	0	0	0	0	0	0	0
"ENSG00000284637"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000284638"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000284639"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000284640"	0	0	3	0	0	0	0	0	2	1	0	0
"ENSG00000284641"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000284642"	0	4	14	1	6	0	11	8	8	6	14	8
"ENSG00000284643"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000284644"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000284645"	0	0	0	0	0	0	0	0	2	0	0	1
"ENSG00000284646"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000284648"	0	9	0	0	0	5	5	12	16	0	1	1
"ENSG00000284649"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000284650"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000284651"	0	0	0	0	0	0	0	0	0	3	0	0
"ENSG00000284652"	2	9	0	0	0	0	0	1	3	1	5	0
"ENSG00000284653"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000284654"	0	1	0	0	0	0	0	0	0	0	0	2
"ENSG00000284655"	0	0	0	0	0	0	0	2	0	0	1	0
"ENSG00000284656"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000284657"	0	1	5	0	1	0	0	1	8	1	8	1
"ENSG00000284658"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000284659"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000284660"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000284661"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000284662"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000284663"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000284664"	6	7	0	0	0	0	0	7	0	4	6	1
"ENSG00000284665"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000284666"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000284667"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000284668"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000284669"	5	36	7	6	13	15	0	42	53	33	41	48
"ENSG00000284670"	0	0	0	1	0	0	0	2	1	1	1	1
"ENSG00000284671"	0	0	0	0	0	0	0	5	0	0	3	0
"ENSG00000284672"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000284673"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000284674"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000284675"	0	0	0	0	0	0	0	0	0	4	0	2
"ENSG00000284676"	0	0	0	0	0	0	0	0	0	0	1	0
"ENSG00000284677"	0	1	2	0	0	0	0	1	4	5	0	1
"ENSG00000284678"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000284679"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000284680"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000284682"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000284684"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000284685"	0	0	0	0	6	0	0	6	3	3	5	19
"ENSG00000284686"	0	4	1	0	0	5	6	6	7	19	13	19
"ENSG00000284687"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000284688"	1	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000284689"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000284690"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000284691"	37	94	49	44	39	25	36	174	121	158	125	165
"ENSG00000284692"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000284693"	31	70	34	12	27	10	10	99	47	57	47	47
"ENSG00000284694"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000284695"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000284696"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000284697"	6	0	0	0	1	0	0	3	5	6	4	1
"ENSG00000284698"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000284699"	0	0	0	0	0	0	0	0	2	0	0	0
"ENSG00000284700"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000284701"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000284702"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000284703"	0	0	0	0	0	0	0	0	0	0	0	1
"ENSG00000284704"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000284705"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000284706"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000284707"	10	15	2	4	2	5	0	15	23	19	21	34
"ENSG00000284708"	0	0	0	0	0	0	0	1	0	0	0	0
"ENSG00000284709"	3	0	0	0	0	0	0	0	1	0	0	4
"ENSG00000284710"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000284711"	0	0	0	0	0	0	0	0	0	2	0	0
"ENSG00000284713"	4	4	4	0	5	0	0	0	2	1	1	6
"ENSG00000284715"	0	1	0	0	0	0	0	0	0	0	0	0
"ENSG00000284716"	0	0	0	0	0	0	0	1	5	1	2	7
"ENSG00000284717"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000284718"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000284719"	0	0	0	2	0	0	0	1	1	0	6	0
"ENSG00000284720"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000284721"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000284722"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000284723"	0	0	0	0	0	0	0	0	0	0	0	3
