"SRR19779315"	"SRR19779318"	"SRR19779319"
"ENSG00000290926"	22	26	57
"ENSG00000290927"	159	30	144
"ENSG00000290928"	237	61	266
"ENSG00000290929"	0	0	0
"ENSG00000290930"	0	5	0
"ENSG00000290931"	4	0	2
"ENSG00000290932"	0	0	0
"ENSG00000290933"	0	2	0
"ENSG00000290934"	0	4	3
"ENSG00000290935"	0	0	0
"ENSG00000290936"	0	0	0
"ENSG00000290937"	0	5	1
"ENSG00000290938"	0	0	0
"ENSG00000290939"	0	0	0
"ENSG00000290940"	0	0	0
"ENSG00000290941"	0	1	2
"ENSG00000290942"	0	1	0
"ENSG00000290943"	6	1	3
"ENSG00000290944"	0	1	0
"ENSG00000290945"	35	13	72
"ENSG00000290946"	2	0	2
"ENSG00000290947"	96	32	289
"ENSG00000290948"	54	12	164
"ENSG00000290949"	0	0	0
"ENSG00000290950"	0	2	2
"ENSG00000290951"	13	3	23
"ENSG00000290952"	0	1	0
"ENSG00000290953"	0	0	0
"ENSG00000290954"	0	0	0
"ENSG00000290955"	0	0	0
"ENSG00000290956"	22	7	3
"ENSG00000290957"	0	3	2
"ENSG00000290958"	2	0	8
"ENSG00000290959"	9	3	21
"ENSG00000290960"	49	29	108
"ENSG00000290961"	0	0	0
"ENSG00000290962"	1	1	0
"ENSG00000290963"	0	0	0
"ENSG00000290964"	0	0	0
"ENSG00000290965"	5	8	1
"ENSG00000290966"	0	0	0
"ENSG00000290967"	0	0	0
"ENSG00000290968"	0	0	0
"ENSG00000290969"	0	0	0
"ENSG00000290970"	0	0	0
"ENSG00000290971"	0	0	0
"ENSG00000290972"	0	0	1
"ENSG00000290973"	0	0	0
"ENSG00000290974"	0	0	0
"ENSG00000290975"	0	0	0
"ENSG00000290976"	33	18	104
"ENSG00000290977"	0	1	0
"ENSG00000290978"	0	0	0
"ENSG00000290979"	0	1	0
"ENSG00000290980"	0	0	0
"ENSG00000290981"	0	2	0
"ENSG00000290982"	0	0	0
"ENSG00000290983"	0	1	4
"ENSG00000290984"	0	0	0
"ENSG00000290985"	0	0	0
"ENSG00000290986"	0	0	0
"ENSG00000290987"	0	0	0
"ENSG00000290988"	4	1	4
"ENSG00000290989"	87	16	281
"ENSG00000290990"	0	0	0
"ENSG00000290991"	0	0	0
"ENSG00000290993"	528	150	537
"ENSG00000290994"	0	0	28
"ENSG00000290995"	0	2	0
"ENSG00000290996"	0	0	0
"ENSG00000290997"	3	0	0
"ENSG00000290998"	2	0	0
"ENSG00000290999"	66	10	106
"ENSG00000291000"	0	5	0
"ENSG00000291001"	0	2	0
"ENSG00000291002"	0	0	0
"ENSG00000291003"	158	25	404
"ENSG00000291004"	4	0	0
"ENSG00000291005"	52	102	61
"ENSG00000291006"	481	108	285
"ENSG00000291007"	6	15	1
"ENSG00000291008"	25	19	26
"ENSG00000291009"	0	0	0
"ENSG00000291010"	83	14	57
"ENSG00000291011"	0	9	138
"ENSG00000291012"	0	0	1
"ENSG00000291013"	0	1	0
"ENSG00000291014"	2	0	0
"ENSG00000291015"	58	42	174
"ENSG00000291016"	0	0	0
"ENSG00000291017"	12	1	0
"ENSG00000291018"	7	8	4
"ENSG00000291019"	0	0	0
"ENSG00000291020"	0	0	0
"ENSG00000291021"	0	0	0
"ENSG00000291022"	1	0	0
"ENSG00000291023"	2	0	0
"ENSG00000291024"	0	2	0
"ENSG00000291025"	7	2	0
"ENSG00000291026"	74	16	65
"ENSG00000291027"	487	59	130
"ENSG00000291028"	10	17	20
"ENSG00000291029"	3	3	71
"ENSG00000291030"	0	0	0
"ENSG00000291031"	16	8	25
"ENSG00000291032"	2	0	4
"ENSG00000291033"	479	112	1628
"ENSG00000291034"	0	2	5
"ENSG00000291035"	71	50	204
"ENSG00000291036"	0	3	0
"ENSG00000291037"	0	1	0
"ENSG00000291038"	6	13	6
"ENSG00000291039"	8	7	41
"ENSG00000291040"	0	0	0
"ENSG00000291041"	23	3	8
"ENSG00000291042"	0	6	4
"ENSG00000291043"	55	13	90
"ENSG00000291044"	0	0	0
"ENSG00000291045"	0	0	0
"ENSG00000291046"	58	28	89
"ENSG00000291047"	0	0	0
"ENSG00000291048"	0	9	26
"ENSG00000291049"	5	5	75
"ENSG00000291050"	5	0	1
"ENSG00000291051"	7	3	5
"ENSG00000291052"	3	13	0
"ENSG00000291053"	49	13	27
"ENSG00000291054"	15	5	23
"ENSG00000291055"	25	12	72
"ENSG00000291056"	93	10	21
"ENSG00000291057"	8	10	11
"ENSG00000291058"	3	0	1
"ENSG00000291059"	0	0	0
"ENSG00000291060"	0	1	17
"ENSG00000291061"	0	2	2
"ENSG00000291062"	0	1	3
"ENSG00000291063"	180	65	477
"ENSG00000291064"	300	55	538
"ENSG00000291065"	24	16	31
"ENSG00000291066"	269	18	149
"ENSG00000291067"	581	214	235
"ENSG00000291068"	89	45	158
"ENSG00000291069"	121	8	164
"ENSG00000291070"	0	1	0
"ENSG00000291071"	7	3	15
"ENSG00000291072"	597	77	401
"ENSG00000291073"	195	172	379
"ENSG00000291074"	4	2	1
"ENSG00000291075"	355	104	550
"ENSG00000291076"	2	0	0
"ENSG00000291077"	3	4	8
"ENSG00000291078"	119	30	145
"ENSG00000291079"	27	4	33
"ENSG00000291080"	73	46	555
"ENSG00000291081"	67	6	167
"ENSG00000291082"	109	15	250
"ENSG00000291083"	0	2	3
"ENSG00000291084"	3	49	13
"ENSG00000291085"	3	0	1
"ENSG00000291086"	0	3	1
"ENSG00000291087"	402	43	268
"ENSG00000291088"	4	1	4
"ENSG00000291089"	0	3	1
"ENSG00000291090"	12	11	31
"ENSG00000291091"	429	109	654
"ENSG00000291092"	154	30	113
"ENSG00000291093"	668	103	1240
"ENSG00000291094"	9	9	4
"ENSG00000291095"	0	0	0
"ENSG00000291096"	0	0	1
"ENSG00000291097"	62	56	96
"ENSG00000291098"	0	0	0
"ENSG00000291099"	2	2	12
"ENSG00000291100"	644	115	822
"ENSG00000291101"	96	72	12
"ENSG00000291102"	910	218	367
"ENSG00000291103"	3	20	0
"ENSG00000291104"	112	12	163
"ENSG00000291105"	5	0	0
"ENSG00000291106"	75	4	110
"ENSG00000291107"	98	5	165
"ENSG00000291108"	0	0	0
"ENSG00000291109"	0	0	0
"ENSG00000291110"	56	18	159
"ENSG00000291111"	0	38	0
"ENSG00000291112"	9	0	4
"ENSG00000291113"	299	39	409
"ENSG00000291114"	2	0	0
"ENSG00000291115"	24	17	10
"ENSG00000291116"	0	0	0
"ENSG00000291117"	72	48	419
"ENSG00000291118"	192	152	654
"ENSG00000291119"	1	0	3
"ENSG00000291120"	45	39	102
"ENSG00000291121"	19	2	24
"ENSG00000291122"	11	15	198
"ENSG00000291123"	3	16	1
"ENSG00000291124"	33	6	40
"ENSG00000291125"	9	1	1
"ENSG00000291126"	91	17	250
"ENSG00000291127"	4	7	3
"ENSG00000291128"	1	2	2
"ENSG00000291129"	192	87	226
"ENSG00000291130"	8	5	13
"ENSG00000291131"	16	3	22
"ENSG00000291132"	27	12	38
"ENSG00000291133"	17	14	33
"ENSG00000291134"	55	26	187
"ENSG00000291135"	1	16	1
"ENSG00000291136"	744	121	788
"ENSG00000291137"	24	22	64
"ENSG00000291138"	0	5	1
"ENSG00000291139"	50	34	112
"ENSG00000291140"	76	22	57
"ENSG00000291141"	0	22	2
"ENSG00000291142"	23	5	184
"ENSG00000291143"	1	7	5
"ENSG00000291144"	2	1	0
"ENSG00000291145"	38	34	37
"ENSG00000291146"	19	6	26
"ENSG00000291147"	15	1	58
"ENSG00000291148"	0	11	0
"ENSG00000291149"	4	9	40
"ENSG00000291150"	26	4	59
"ENSG00000291151"	78	67	248
"ENSG00000291152"	246	55	589
"ENSG00000291153"	116	41	211
"ENSG00000291154"	264	42	143
"ENSG00000291155"	0	2	0
"ENSG00000291156"	43	2	44
"ENSG00000291157"	0	1	7
"ENSG00000291158"	34	56	37
"ENSG00000291159"	75	57	113
"ENSG00000291163"	2	0	0
"ENSG00000291164"	0	4	0
"ENSG00000291165"	1	4	0
"ENSG00000291166"	0	0	0
"ENSG00000291167"	0	0	0
"ENSG00000291168"	20	4	20
"ENSG00000291169"	0	0	0
"ENSG00000291170"	1	0	2
"ENSG00000291171"	146	132	888
"ENSG00000291172"	0	0	0
"ENSG00000291173"	8	4	11
"ENSG00000291174"	66	17	80
"ENSG00000291175"	52	14	207
"ENSG00000291176"	0	0	8
"ENSG00000291177"	119	25	82
"ENSG00000291178"	40	29	115
"ENSG00000291179"	7	4	8
"ENSG00000291180"	0	5	1
"ENSG00000291181"	11	17	29
"ENSG00000291182"	64	8	55
"ENSG00000291183"	0	1	0
"ENSG00000291184"	0	0	0
"ENSG00000291185"	15	10	35
"ENSG00000291186"	26	10	187
"ENSG00000291187"	0	16	0
"ENSG00000291188"	13	3	36
"ENSG00000291189"	22	10	23
"ENSG00000291190"	0	0	0
"ENSG00000291191"	2	1	3
"ENSG00000291192"	2	10	0
"ENSG00000291193"	0	0	0
"ENSG00000291194"	108	56	170
"ENSG00000291195"	1	1	1
"ENSG00000291196"	0	0	0
"ENSG00000291197"	0	0	0
"ENSG00000291198"	0	0	0
"ENSG00000291199"	0	3	0
"ENSG00000291200"	0	2	0
"ENSG00000291201"	110	106	370
"ENSG00000291202"	184	146	366
"ENSG00000291203"	587	203	2509
"ENSG00000291204"	0	0	0
"ENSG00000291205"	0	0	0
"ENSG00000291206"	11	17	4
"ENSG00000291207"	363	62	652
"ENSG00000291208"	38	21	107
"ENSG00000291209"	0	0	0
"ENSG00000291210"	2	1	9
"ENSG00000291211"	6	4	56
"ENSG00000291212"	0	2	1
"ENSG00000291213"	6	12	5
"ENSG00000291214"	154	31	254
"ENSG00000291215"	131	31	151
"ENSG00000291216"	0	7	0
"ENSG00000291217"	38	25	69
"ENSG00000291218"	0	0	0
"ENSG00000291219"	0	0	0
"ENSG00000291220"	30	7	26
"ENSG00000291221"	0	0	0
"ENSG00000291222"	0	0	0
"ENSG00000291223"	58	18	418
"ENSG00000291224"	88	40	104
"ENSG00000291225"	3	2	32
"ENSG00000291226"	0	2	0
"ENSG00000291227"	0	0	0
"ENSG00000291228"	54	26	108
"ENSG00000291229"	1	4	0
"ENSG00000291230"	0	0	0
"ENSG00000291231"	0	6	0
"ENSG00000291232"	55	25	34
"ENSG00000291233"	26	3	23
"ENSG00000291234"	2	17	8
"ENSG00000291235"	1	0	6
"ENSG00000291236"	0	1	1
"ENSG00000291237"	6059	1234	6494
"ENSG00000291239"	0	0	0
"ENSG00000291240"	0	0	0
"ENSG00000291241"	0	0	0
"ENSG00000291242"	5	4	18
"ENSG00000291243"	0	0	0
"ENSG00000291246"	0	0	0
"ENSG00000291247"	0	0	0
"ENSG00000291249"	0	0	0
"ENSG00000291250"	0	3	0
"ENSG00000291251"	0	0	0
"ENSG00000291252"	0	1	0
"ENSG00000291253"	2	1	9
"ENSG00000291254"	0	0	0
"ENSG00000291255"	0	6	0
"ENSG00000291256"	0	0	0
"ENSG00000291257"	15	2	0
"ENSG00000291258"	2	0	5
"ENSG00000291259"	50	5	82
"ENSG00000291260"	0	0	0
"ENSG00000291261"	3	5	2
"ENSG00000291262"	0	5	3
"ENSG00000291263"	12	6	58
"ENSG00000291264"	0	0	6
"ENSG00000291265"	0	0	0
"ENSG00000291266"	50	20	45
"ENSG00000291267"	0	1	0
"ENSG00000291268"	0	0	2
"ENSG00000291269"	0	0	0
"ENSG00000291270"	0	0	0
"ENSG00000291271"	0	1	0
"ENSG00000291274"	0	0	0
"ENSG00000291275"	0	0	0
"ENSG00000291276"	0	1	0
"ENSG00000291277"	0	1	0
"ENSG00000291279"	0	3	0
"ENSG00000291280"	0	1	0
"ENSG00000291281"	8	2	1
"ENSG00000291282"	2	60	0
"ENSG00000291283"	2	4	11
"ENSG00000291284"	0	1	0
"ENSG00000291285"	0	3	0
"ENSG00000291286"	1	5	0
"ENSG00000291287"	0	0	0
"ENSG00000291288"	0	0	1
"ENSG00000291289"	0	0	0
"ENSG00000291292"	0	0	0
"ENSG00000291293"	0	0	0
"ENSG00000291294"	0	0	0
"ENSG00000291295"	0	1	0
"ENSG00000291296"	0	0	0
"ENSG00000291297"	0	0	0
"ENSG00000291298"	0	0	0
"ENSG00000291299"	7	3	83
"ENSG00000291300"	0	1	0
"ENSG00000291301"	0	1	0
"ENSG00000291302"	0	0	0
"ENSG00000291303"	0	0	0
"ENSG00000291306"	0	0	0
"ENSG00000291307"	0	0	0
"ENSG00000291308"	5	0	10
"ENSG00000291309"	24	2	72
"ENSG00000291310"	0	0	0
"ENSG00000291312"	0	0	0
"ENSG00000291313"	0	0	0
"ENSG00000291314"	0	0	0
"ENSG00000291315"	0	0	0
"ENSG00000291316"	0	0	0
"ENSG00000291317"	11	8	56
"ENSG00000291325"	0	0	0
"ENSG00000291326"	22	24	1
"ENSG00000291336"	243	386	39
"ENSG00000291338"	198	137	18
"ENSG00000291342"	0	3	0
"ENSG00000292223"	0	0	0
"ENSG00000292246"	1	3	0
"ENSG00000292256"	30	34	3
"ENSG00000292259"	0	0	0
"ENSG00000292271"	0	0	0
"ENSG00000292277"	4	13	74
"ENSG00000292285"	0	0	0
"ENSG00000292309"	0	4	0
"ENSG00000292327"	0	0	0
"ENSG00000292328"	0	0	0
"ENSG00000292329"	0	0	0
"ENSG00000292330"	0	0	0
"ENSG00000292331"	0	0	0
"ENSG00000292332"	0	0	0
"ENSG00000292333"	0	0	0
"ENSG00000292334"	0	0	0
"ENSG00000292335"	0	0	0
"ENSG00000292336"	0	0	0
"ENSG00000292337"	0	0	0
"ENSG00000292338"	0	0	0
"ENSG00000292339"	0	0	0
"ENSG00000292340"	0	0	0
"ENSG00000292341"	0	0	0
"ENSG00000292342"	0	0	0
"ENSG00000292343"	0	0	0
"ENSG00000292344"	0	0	0
"ENSG00000292345"	0	0	0
"ENSG00000292346"	0	0	0
"ENSG00000292347"	0	0	0
"ENSG00000292348"	0	0	0
"ENSG00000292349"	0	0	0
"ENSG00000292350"	0	0	0
"ENSG00000292351"	0	0	0
"ENSG00000292352"	0	0	0
"ENSG00000292353"	0	0	0
"ENSG00000292354"	0	0	0
"ENSG00000292355"	0	0	0
"ENSG00000292356"	0	0	0
"ENSG00000292357"	0	0	0
"ENSG00000292358"	0	0	0
"ENSG00000292359"	0	0	0
"ENSG00000292360"	0	0	0
"ENSG00000292361"	0	0	0
"ENSG00000292362"	0	0	0
"ENSG00000292363"	0	0	0
"ENSG00000292364"	0	0	0
"ENSG00000292365"	0	0	0
"ENSG00000292366"	0	0	0
"ENSG00000292367"	0	0	0
"ENSG00000292368"	0	0	0
"ENSG00000292369"	0	0	0
"ENSG00000292370"	0	0	0
"ENSG00000292371"	0	0	0
"ENSG00000292372"	0	0	0
"ENSG00000292373"	0	0	0
"ENSG00000292375"	0	1	0
"ENSG00000292385"	0	0	0
"ENSG00000292400"	0	0	0
"ENSG00000292401"	0	0	0
"ENSG00000292423"	0	0	0
"ENSG00000292430"	0	0	0
"ENSG00000292431"	0	0	0
"ENSG00000292432"	0	0	0
"ENSG00000292433"	2	1	0
"ENSG00000292434"	0	19	0
"ENSG00000292435"	0	1	1
"ENSG00000292977"	0	8	0
"ENSG00000292979"	44	10	67
"ENSG00000292982"	6	1	80
"ENSG00000292984"	4	0	0
"ENSG00000292985"	0	0	0
"ENSG00000292986"	1	7	3
"ENSG00000292987"	0	0	0
"ENSG00000292991"	0	0	0
"ENSG00000292993"	3	3	52
"ENSG00000292994"	9	23	57
"ENSG00000292995"	0	54	0
"ENSG00000292997"	0	0	0
"ENSG00000292998"	0	0	0
"ENSG00000292999"	0	0	0
"ENSG00000293000"	4	7	0
"ENSG00000293001"	0	0	0
"ENSG00000293002"	0	0	0
"ENSG00000293003"	1	0	0
"ENSG00000293004"	0	1	5
"ENSG00000293005"	0	1	0
"ENSG00000293007"	0	0	0
"ENSG00000293008"	0	0	0
"ENSG00000293009"	3	0	1
"ENSG00000293012"	0	0	0
"ENSG00000293013"	15	6	0
"ENSG00000293014"	0	1	0
"ENSG00000293015"	0	0	0
"ENSG00000293016"	0	0	0
"ENSG00000293017"	0	0	0
"ENSG00000293019"	1	0	0
"ENSG00000293020"	0	0	0
"ENSG00000293021"	0	0	0
"ENSG00000293022"	54	14	24
"ENSG00000293023"	0	1	0
"ENSG00000293024"	1	0	0
"ENSG00000293025"	13	10	19
"ENSG00000293027"	0	0	0
"ENSG00000293029"	0	0	1
"ENSG00000293032"	76	7	162
"ENSG00000293033"	1	0	5
"ENSG00000293034"	0	0	0
"ENSG00000293035"	0	2	0
"ENSG00000293037"	7	11	3
"ENSG00000293038"	6	4	12
"ENSG00000293042"	0	0	0
"ENSG00000293043"	1	0	0
"ENSG00000293044"	14	3	2
"ENSG00000293047"	0	12	2
"ENSG00000293050"	6	9	30
"ENSG00000293053"	0	0	0
"ENSG00000293054"	1	2	3
"ENSG00000293055"	0	2	0
"ENSG00000293056"	14	13	0
"ENSG00000293057"	1	9	131
"ENSG00000293058"	1	0	2
"ENSG00000293060"	0	0	0
"ENSG00000293061"	2	1	1
"ENSG00000293062"	7	0	0
"ENSG00000293063"	0	0	0
"ENSG00000293064"	0	0	0
"ENSG00000293065"	0	0	8
"ENSG00000293066"	0	1	0
"ENSG00000293068"	0	3	0
"ENSG00000293069"	3	7	3
"ENSG00000293071"	0	0	0
"ENSG00000293072"	0	0	0
"ENSG00000293073"	0	0	0
"ENSG00000293074"	1	3	0
"ENSG00000293075"	0	0	0
"ENSG00000293076"	12	4	36
"ENSG00000293077"	8	18	5
"ENSG00000293078"	0	10	0
"ENSG00000293080"	0	0	0
"ENSG00000293081"	0	1	0
"ENSG00000293082"	0	0	1
"ENSG00000293083"	5	3	3
"ENSG00000293084"	1	1	0
"ENSG00000293085"	1	0	0
"ENSG00000293086"	0	10	0
"ENSG00000293087"	0	2	4
"ENSG00000293088"	8	21	6
"ENSG00000293089"	4	1	13
"ENSG00000293090"	0	0	0
"ENSG00000293091"	5	2	2
"ENSG00000293092"	0	3	0
"ENSG00000293093"	0	0	0
"ENSG00000293094"	1	0	4
"ENSG00000293095"	0	1	2
"ENSG00000293096"	6	11	0
"ENSG00000293097"	0	0	0
"ENSG00000293098"	81	31	60
"ENSG00000293099"	0	0	1
"ENSG00000293100"	12	1	8
"ENSG00000293101"	0	3	1
"ENSG00000293102"	12	1	1
"ENSG00000293103"	0	0	0
"ENSG00000293104"	21	6	99
"ENSG00000293105"	119	20	146
"ENSG00000293106"	48	39	137
"ENSG00000293107"	36	8	80
"ENSG00000293109"	0	0	0
"ENSG00000293110"	231	206	12
"ENSG00000293111"	0	0	0
"ENSG00000293112"	0	1	7
"ENSG00000293113"	13	23	8
"ENSG00000293114"	3	0	1
"ENSG00000293115"	136	41	886
"ENSG00000293116"	4	0	19
"ENSG00000293117"	0	0	0
"ENSG00000293132"	37	6	1
"ENSG00000293133"	2	0	0
"ENSG00000293134"	0	7	0
"ENSG00000293135"	0	0	0
"ENSG00000293136"	0	0	0
"ENSG00000293137"	16	3	25
"ENSG00000293138"	0	0	0
"ENSG00000293139"	0	0	0
"ENSG00000293140"	0	2	0
"ENSG00000293141"	13	5	38
"ENSG00000293142"	16	8	65
"ENSG00000293143"	1	0	0
"ENSG00000293144"	0	0	1
"ENSG00000293145"	0	3	0
"ENSG00000293146"	3	1	3
"ENSG00000293147"	1	2	5
"ENSG00000293148"	0	0	0
"ENSG00000293149"	0	0	0
"ENSG00000293150"	2	3	3
"ENSG00000293151"	0	0	0
"ENSG00000293152"	4	2	3
"ENSG00000293153"	0	1	0
"ENSG00000293154"	15	3	27
"ENSG00000293155"	2	27	1
"ENSG00000293156"	0	0	0
"ENSG00000293157"	24	2	9
"ENSG00000293158"	7	7	18
"ENSG00000293159"	0	0	0
"ENSG00000293160"	12	3	14
"ENSG00000293161"	3	2	8
"ENSG00000293162"	2	3	0
"ENSG00000293163"	0	0	0
"ENSG00000293164"	83	18	207
"ENSG00000293165"	17	6	1
"ENSG00000293166"	50	5	9
"ENSG00000293167"	4	15	3
"ENSG00000293168"	0	0	0
"ENSG00000293169"	2	9	0
"ENSG00000293170"	1	6	1
"ENSG00000293171"	4	0	1
"ENSG00000293172"	7	2	7
"ENSG00000293173"	0	1	0
"ENSG00000293174"	0	1	0
"ENSG00000293175"	1	1	3
"ENSG00000293176"	73	38	375
"ENSG00000293177"	2	1	2
"ENSG00000293178"	2	1	1
"ENSG00000293179"	0	0	0
"ENSG00000293180"	3	2	9
"ENSG00000293181"	1	2	0
"ENSG00000293182"	0	3	2
"ENSG00000293183"	1	1	5
"ENSG00000293184"	1	0	0
"ENSG00000293185"	52	13	206
"ENSG00000293186"	0	1	0
"ENSG00000293187"	3	14	106
"ENSG00000293188"	61	22	512
"ENSG00000293189"	1	2	4
"ENSG00000293190"	1	0	0
"ENSG00000293191"	0	0	0
"ENSG00000293192"	51	18	37
"ENSG00000293193"	0	2	0
"ENSG00000293194"	1	2	0
"ENSG00000293195"	4	6	3
"ENSG00000293196"	3	1	1
"ENSG00000293197"	0	0	8
"ENSG00000293198"	0	5	0
"ENSG00000293199"	0	21	24
"ENSG00000293200"	0	1	0
"ENSG00000293201"	0	0	0
"ENSG00000293202"	2	2	1
"ENSG00000293203"	0	5	6
"ENSG00000293204"	0	0	0
"ENSG00000293205"	29	5	9
"ENSG00000293206"	0	2	2
"ENSG00000293207"	0	1	0
"ENSG00000293208"	1	2	2
"ENSG00000293209"	0	1	0
"ENSG00000293210"	22	2	42
"ENSG00000293211"	0	0	0
"ENSG00000293212"	0	4	0
"ENSG00000293213"	1	0	2
"ENSG00000293214"	0	1	0
"ENSG00000293215"	0	0	0
"ENSG00000293216"	0	1	0
"ENSG00000293217"	5	5	0
"ENSG00000293218"	19	1	6
"ENSG00000293219"	79	8	12
"ENSG00000293220"	1	0	0
"ENSG00000293221"	0	12	0
"ENSG00000293222"	3	0	5
"ENSG00000293223"	9	25	22
"ENSG00000293224"	1	0	0
"ENSG00000293226"	0	4	2
"ENSG00000293227"	0	7	1
"ENSG00000293228"	19	12	28
"ENSG00000293229"	12	0	11
"ENSG00000293230"	0	0	0
"ENSG00000293231"	32	1	27
"ENSG00000293232"	6	12	9
"ENSG00000293233"	0	0	3
"ENSG00000293234"	20	9	25
"ENSG00000293235"	0	2	13
"ENSG00000293236"	7	24	0
"ENSG00000293237"	98	10	448
"ENSG00000293238"	0	1	0
"ENSG00000293239"	0	2	0
"ENSG00000293240"	0	33	1
"ENSG00000293241"	7	2	40
"ENSG00000293242"	70	44	51
"ENSG00000293243"	0	1	0
"ENSG00000293244"	0	2	0
"ENSG00000293245"	28	8	0
"ENSG00000293246"	22	2	20
"ENSG00000293247"	0	1	0
"ENSG00000293248"	2	2	18
"ENSG00000293249"	0	0	0
"ENSG00000293250"	0	0	1
"ENSG00000293251"	0	3	1
"ENSG00000293252"	16	36	1
"ENSG00000293253"	0	0	0
"ENSG00000293254"	11	26	7
"ENSG00000293255"	0	0	2
"ENSG00000293256"	18	11	15
"ENSG00000293257"	9	6	38
"ENSG00000293258"	25	7	39
"ENSG00000293259"	10	2	0
"ENSG00000293260"	0	4	10
"ENSG00000293261"	14	13	0
"ENSG00000293262"	0	0	0
"ENSG00000293263"	1	0	1
"ENSG00000293264"	3	23	1
"ENSG00000293265"	0	7	1
"ENSG00000293266"	0	5	0
"ENSG00000293267"	1	2	1
"ENSG00000293268"	174	253	331
"ENSG00000293269"	11	6	7
"ENSG00000293270"	9	27	27
"ENSG00000293271"	58	81	93
"ENSG00000293272"	2	1	2
"ENSG00000293273"	0	0	0
"ENSG00000293274"	0	2	10
"ENSG00000293275"	0	1	0
"ENSG00000293276"	1	1	2
"ENSG00000293277"	0	5	21
"ENSG00000293278"	5	8	39
"ENSG00000293279"	10	10	28
"ENSG00000293280"	0	0	0
"ENSG00000293281"	1	17	0
"ENSG00000293282"	0	0	0
"ENSG00000293283"	0	1	11
"ENSG00000293284"	0	0	0
"ENSG00000293285"	16	4	6
"ENSG00000293286"	23	8	0
"ENSG00000293287"	126	20	49
"ENSG00000293288"	2	0	1
"ENSG00000293289"	28	36	2
"ENSG00000293291"	0	0	0
"ENSG00000293292"	0	0	0
"ENSG00000293293"	2	3	65
"ENSG00000293294"	0	1	0
"ENSG00000293295"	0	0	0
"ENSG00000293296"	42	13	148
"ENSG00000293297"	0	2	1
"ENSG00000293298"	67	8	5
"ENSG00000293299"	3	1	1
"ENSG00000293300"	0	0	0
"ENSG00000293301"	0	0	0
"ENSG00000293303"	0	0	0
"ENSG00000293304"	0	0	0
"ENSG00000293305"	0	0	0
"ENSG00000293306"	0	2	0
"ENSG00000293307"	0	0	0
"ENSG00000293308"	0	1	0
"ENSG00000293309"	0	0	0
"ENSG00000293310"	147	22	20
"ENSG00000293311"	120	31	229
"ENSG00000293312"	0	1	0
"ENSG00000293313"	273	124	751
"ENSG00000293314"	156	12	22
"ENSG00000293315"	9	13	6
"ENSG00000293316"	7	8	43
"ENSG00000293317"	60	19	69
"ENSG00000293318"	0	1	2
"ENSG00000293320"	2	0	1
"ENSG00000293321"	0	2	0
"ENSG00000293322"	71	25	427
"ENSG00000293323"	4	1	15
"ENSG00000293324"	30	19	43
"ENSG00000293325"	0	1	0
"ENSG00000293326"	0	2	0
"ENSG00000293327"	0	2	0
"ENSG00000293328"	28	9	12
"ENSG00000293329"	0	0	0
"ENSG00000293330"	0	0	1
"ENSG00000293331"	3	21	20
"ENSG00000293332"	80	23	44
"ENSG00000293333"	0	0	1
"ENSG00000293334"	28	2	6
"ENSG00000293335"	0	1	0
"ENSG00000293336"	1	5	5
"ENSG00000293337"	1	0	0
"ENSG00000293338"	4	3	3
"ENSG00000293339"	1	6	121
"ENSG00000293340"	0	0	0
"ENSG00000293341"	76	12	42
"ENSG00000293342"	0	0	0
"ENSG00000293343"	0	7	0
"ENSG00000293344"	0	15	0
"ENSG00000293345"	1	0	0
"ENSG00000293346"	0	0	2
"ENSG00000293347"	0	1	0
"ENSG00000293348"	3	3	3
"ENSG00000293349"	6	3	2
"ENSG00000293350"	0	2	0
"ENSG00000293351"	4	9	2
"ENSG00000293352"	10	1	32
"ENSG00000293353"	0	2	0
"ENSG00000293354"	1	6	23
"ENSG00000293358"	10	0	12
"ENSG00000293359"	1	18	2
"ENSG00000293360"	23	18	24
"ENSG00000293361"	0	2	1
"ENSG00000293362"	0	0	0
"ENSG00000293363"	39	18	37
"ENSG00000293367"	2	0	1
"ENSG00000293368"	0	3	0
"ENSG00000293370"	0	0	0
"ENSG00000293371"	0	0	0
"ENSG00000293372"	3	1	8
"ENSG00000293374"	2	3	4
"ENSG00000293375"	0	10	0
"ENSG00000293376"	17	15	2
"ENSG00000293377"	0	0	0
"ENSG00000293378"	0	0	0
"ENSG00000293379"	12	3	0
"ENSG00000293380"	0	12	0
"ENSG00000293381"	0	0	0
"ENSG00000293382"	9	9	22
"ENSG00000293384"	1	12	0
"ENSG00000293385"	1	0	0
"ENSG00000293386"	1	1	2
"ENSG00000293387"	0	0	0
"ENSG00000293388"	9	0	1
"ENSG00000293389"	37	26	66
"ENSG00000293390"	0	20	1
"ENSG00000293391"	2	5	0
"ENSG00000293392"	0	0	0
"ENSG00000293393"	5	5	0
"ENSG00000293394"	8	36	13
"ENSG00000293395"	0	1	0
"ENSG00000293396"	8	8	0
"ENSG00000293397"	3	12	0
"ENSG00000293398"	21	5	0
"ENSG00000293399"	0	21	7
"ENSG00000293400"	1	10	0
"ENSG00000293401"	0	5	2
"ENSG00000293402"	0	4	0
"ENSG00000293403"	14	15	16
"ENSG00000293404"	0	1	4
"ENSG00000293405"	19	11	39
"ENSG00000293406"	0	4	0
"ENSG00000293407"	0	1	0
"ENSG00000293408"	0	0	0
"ENSG00000293410"	2	5	12
