"240827_n6"	"240905_n6"	"241210_ICP4"	"241210_n6"	"241213_ICP4"	"241213_n6"	"241217_n6"
"ENSG00000278646"	0	0	0	0	0	0	0
"ENSG00000278647"	0	0	0	0	0	0	0
"ENSG00000278650"	0	0	0	0	0	0	0
"ENSG00000278654"	6	0	5	0	0	0	0
"ENSG00000278655"	0	0	0	0	0	0	0
"ENSG00000278657"	0	0	0	0	0	0	0
"ENSG00000278658"	0	0	0	5	0	0	0
"ENSG00000278661"	0	0	0	0	0	0	0
"ENSG00000278662"	24	60	36	62	26	24	18
"ENSG00000278664"	0	0	0	0	0	0	0
"ENSG00000278665"	0	0	0	0	0	0	0
"ENSG00000278667"	0	0	0	0	0	0	0
"ENSG00000278668"	0	4	0	0	0	4	0
"ENSG00000278672"	0	0	0	0	0	0	0
"ENSG00000278673"	0	2	0	0	0	0	0
"ENSG00000278677"	5	17	10	19	9	11	7
"ENSG00000278678"	0	0	0	0	0	0	0
"ENSG00000278681"	0	0	0	0	0	0	0
"ENSG00000278683"	0	0	0	0	0	0	0
"ENSG00000278684"	0	0	0	0	0	0	0
"ENSG00000278685"	0	0	0	0	0	2	0
"ENSG00000278687"	0	0	0	0	0	0	0
"ENSG00000278690"	0	0	0	0	0	0	0
"ENSG00000278694"	0	0	0	0	0	0	0
"ENSG00000278696"	0	0	0	0	0	0	0
"ENSG00000278698"	0	0	0	0	0	0	0
"ENSG00000278700"	0	0	0	0	1	0	0
"ENSG00000278701"	0	0	0	0	0	0	0
"ENSG00000278702"	0	0	0	0	0	4	2
"ENSG00000278703"	0	0	20	8	6	3	6
"ENSG00000278704"	0	0	0	0	1	0	0
"ENSG00000278705"	0	2	0	0	0	2	6
"ENSG00000278708"	0	0	0	0	0	0	0
"ENSG00000278709"	77	16	73	94	100	73	24
"ENSG00000278713"	0	0	0	0	0	0	0
"ENSG00000278715"	0	0	0	0	0	0	0
"ENSG00000278716"	5	4	9	4	0	13	4
"ENSG00000278719"	0	0	0	0	0	0	0
"ENSG00000278720"	0	0	0	0	0	0	0
"ENSG00000278722"	0	0	0	0	0	0	0
"ENSG00000278724"	0	0	0	0	0	0	0
"ENSG00000278725"	0	0	0	0	0	0	0
"ENSG00000278727"	27	159	69	36	50	148	40
"ENSG00000278730"	1001	722	1222	760	1077	840	466
"ENSG00000278732"	0	0	0	0	0	0	0
"ENSG00000278733"	0	3	0	3	6	18	3
"ENSG00000278734"	0	0	0	0	0	0	0
"ENSG00000278736"	0	0	0	0	0	0	0
"ENSG00000278737"	0	2	18	0	0	0	0
"ENSG00000278739"	0	0	0	0	0	0	0
"ENSG00000278740"	0	0	0	0	0	1	0
"ENSG00000278743"	0	5	22	29	12	3	2
"ENSG00000278744"	0	0	0	0	0	0	0
"ENSG00000278745"	0	0	0	0	0	0	0
"ENSG00000278746"	0	0	0	0	0	0	0
"ENSG00000278752"	0	0	0	0	0	0	0
"ENSG00000278754"	0	1	0	0	0	0	0
"ENSG00000278756"	0	0	0	0	0	0	0
"ENSG00000278757"	0	0	0	0	0	0	0
"ENSG00000278761"	0	0	0	0	0	0	0
"ENSG00000278763"	3	9	0	0	0	2	6
"ENSG00000278764"	0	0	0	0	0	0	0
"ENSG00000278765"	12	43	29	16	23	16	19
"ENSG00000278766"	0	0	0	0	0	0	0
"ENSG00000278768"	60	39	22	92	87	60	21
"ENSG00000278769"	0	0	0	0	0	0	0
"ENSG00000278770"	0	0	0	0	0	0	0
"ENSG00000278771"	0	18	45	27	40	0	13
"ENSG00000278773"	0	0	0	0	0	0	0
"ENSG00000278774"	0	0	0	0	0	0	0
"ENSG00000278775"	0	0	0	0	0	0	0
"ENSG00000278778"	0	0	0	0	0	0	0
"ENSG00000278783"	4	4	0	0	0	0	1
"ENSG00000278784"	117	76	63	78	57	23	24
"ENSG00000278785"	0	0	0	0	0	0	0
"ENSG00000278790"	0	0	0	0	0	0	0
"ENSG00000278791"	0	0	0	0	0	0	0
"ENSG00000278793"	0	0	0	0	0	0	0
"ENSG00000278794"	0	0	0	0	1	0	0
"ENSG00000278797"	0	0	0	0	0	0	0
"ENSG00000278799"	0	0	0	0	0	0	0
"ENSG00000278802"	0	0	0	0	0	0	0
"ENSG00000278803"	0	0	0	0	0	0	0
"ENSG00000278811"	0	12	5	0	0	8	12
"ENSG00000278813"	0	0	0	0	0	0	0
"ENSG00000278816"	0	9	0	0	0	0	0
"ENSG00000278817"	0	11	49	40	20	20	13
"ENSG00000278818"	0	0	0	0	0	0	0
"ENSG00000278819"	0	0	0	0	0	2	0
"ENSG00000278822"	0	0	0	0	0	0	0
"ENSG00000278824"	0	0	0	0	0	0	0
"ENSG00000278825"	0	0	0	0	0	0	0
"ENSG00000278828"	6161	5314	1994	2952	2594	5139	1603
"ENSG00000278829"	0	3	0	0	0	0	0
"ENSG00000278830"	0	0	0	0	0	0	0
"ENSG00000278831"	0	4	0	0	0	0	0
"ENSG00000278834"	25	17	15	24	20	1	2
"ENSG00000278837"	0	0	0	0	0	0	0
"ENSG00000278838"	0	0	0	0	0	0	0
"ENSG00000278840"	0	0	0	0	0	0	0
"ENSG00000278842"	0	0	0	0	4	0	3
"ENSG00000278845"	3359	4402	4076	4155	3869	3366	1673
"ENSG00000278847"	0	3	0	14	5	5	1
"ENSG00000278848"	0	0	0	0	0	0	0
"ENSG00000278851"	0	0	0	0	0	0	0
"ENSG00000278852"	0	0	0	0	0	0	0
"ENSG00000278854"	0	0	0	0	0	0	0
"ENSG00000278857"	0	0	0	0	0	0	0
"ENSG00000278859"	0	0	0	0	0	0	0
"ENSG00000278860"	0	0	0	0	0	0	1
"ENSG00000278861"	9	16	0	0	0	7	11
"ENSG00000278862"	0	0	0	0	0	0	0
"ENSG00000278863"	0	0	0	0	0	0	0
"ENSG00000278864"	260	277	121	74	123	116	97
"ENSG00000278865"	0	0	0	0	0	0	0
"ENSG00000278866"	0	0	0	0	0	0	0
"ENSG00000278867"	5	9	3	3	6	5	1
"ENSG00000278869"	0	7	17	0	14	6	9
"ENSG00000278870"	0	0	0	0	0	0	0
"ENSG00000278872"	0	0	0	0	0	0	0
"ENSG00000278873"	0	0	0	0	0	0	0
"ENSG00000278874"	0	0	0	0	0	0	0
"ENSG00000278875"	0	13	0	0	16	0	24
"ENSG00000278876"	32	0	0	0	6	0	1
"ENSG00000278877"	0	0	0	0	0	0	0
"ENSG00000278878"	0	0	0	0	0	0	0
"ENSG00000278879"	37	6	0	0	0	1	8
"ENSG00000278880"	0	0	0	6	0	0	0
"ENSG00000278881"	0	0	0	0	10	0	3
"ENSG00000278884"	0	0	1	0	0	0	0
"ENSG00000278885"	0	0	0	0	0	1	0
"ENSG00000278886"	0	0	15	0	0	0	0
"ENSG00000278887"	0	0	0	0	0	0	0
"ENSG00000278889"	0	0	22	17	14	12	8
"ENSG00000278890"	0	0	0	0	0	0	0
"ENSG00000278891"	0	0	0	0	0	0	0
"ENSG00000278892"	0	0	0	0	0	0	0
"ENSG00000278893"	0	5	1	3	1	0	0
"ENSG00000278894"	0	0	0	0	0	0	0
"ENSG00000278895"	0	0	0	0	0	0	0
"ENSG00000278896"	1	0	0	0	4	0	1
"ENSG00000278897"	21	11	5	0	0	7	12
"ENSG00000278898"	0	0	0	0	0	2	0
"ENSG00000278899"	7	56	23	47	46	19	14
"ENSG00000278900"	0	0	0	0	0	0	0
"ENSG00000278901"	0	0	0	0	0	0	0
"ENSG00000278902"	0	0	0	0	0	0	0
"ENSG00000278903"	1	29	2	0	0	7	5
"ENSG00000278905"	0	0	0	0	0	0	0
"ENSG00000278907"	0	0	0	0	0	0	0
"ENSG00000278908"	0	0	0	0	0	0	0
"ENSG00000278909"	0	0	0	0	0	0	0
"ENSG00000278910"	0	0	0	0	0	0	0
"ENSG00000278911"	0	0	0	0	0	0	0
"ENSG00000278912"	0	0	0	0	0	0	0
"ENSG00000278913"	0	0	0	0	0	0	0
"ENSG00000278914"	0	6	0	0	5	0	0
"ENSG00000278915"	0	0	0	0	0	0	0
"ENSG00000278916"	10	40	33	47	42	7	5
"ENSG00000278917"	29	75	37	37	24	47	11
"ENSG00000278918"	5	23	12	5	14	29	16
"ENSG00000278920"	9	1	0	0	1	0	0
"ENSG00000278921"	0	3	0	0	0	0	0
"ENSG00000278922"	65	59	131	113	128	66	63
"ENSG00000278923"	0	0	0	0	0	0	0
"ENSG00000278924"	0	0	3	0	0	0	0
"ENSG00000278925"	0	0	0	0	0	0	0
"ENSG00000278926"	0	0	0	0	0	0	0
"ENSG00000278928"	0	0	0	0	0	0	0
"ENSG00000278929"	0	0	0	0	0	0	0
"ENSG00000278931"	0	0	0	0	0	0	0
"ENSG00000278932"	0	0	0	0	0	0	0
"ENSG00000278933"	0	0	0	0	0	0	0
"ENSG00000278934"	128	98	54	117	128	76	45
"ENSG00000278935"	0	0	0	0	0	0	0
"ENSG00000278936"	0	0	0	0	0	0	0
"ENSG00000278941"	0	0	0	0	0	0	0
"ENSG00000278942"	0	0	0	0	0	0	0
"ENSG00000278943"	15	2	0	0	1	0	1
"ENSG00000278944"	0	0	0	0	0	0	0
"ENSG00000278945"	0	0	0	0	0	0	0
"ENSG00000278946"	0	0	0	0	0	0	0
"ENSG00000278948"	107	77	166	14	121	68	21
"ENSG00000278949"	10	30	0	8	6	11	24
"ENSG00000278950"	0	0	0	0	0	0	0
"ENSG00000278952"	353	160	42	283	12	143	38
"ENSG00000278953"	0	0	0	0	0	0	0
"ENSG00000278954"	0	13	0	8	3	4	13
"ENSG00000278957"	0	0	0	0	0	0	0
"ENSG00000278958"	0	0	0	0	0	0	0
"ENSG00000278959"	10	25	0	7	4	6	3
"ENSG00000278960"	0	0	0	0	0	0	0
"ENSG00000278961"	0	0	0	0	0	0	0
"ENSG00000278962"	53	204	8	39	46	45	34
"ENSG00000278963"	0	5	0	0	0	0	0
"ENSG00000278964"	0	0	0	0	0	0	0
"ENSG00000278965"	0	0	0	0	0	3	0
"ENSG00000278966"	0	0	0	0	0	0	0
"ENSG00000278967"	0	0	0	0	1	0	6
"ENSG00000278969"	150	36	12	29	11	29	11
"ENSG00000278970"	255	266	360	308	231	194	71
"ENSG00000278971"	0	0	7	12	1	4	0
"ENSG00000278972"	0	0	0	0	0	0	1
"ENSG00000278973"	0	0	0	0	0	0	0
"ENSG00000278974"	158	164	165	95	148	103	93
"ENSG00000278975"	0	0	0	0	0	0	0
"ENSG00000278977"	0	0	0	0	0	0	0
"ENSG00000278979"	0	0	0	0	0	0	3
"ENSG00000278980"	0	0	0	0	0	0	0
"ENSG00000278981"	0	0	0	0	0	0	0
"ENSG00000278982"	0	0	0	0	0	0	0
"ENSG00000278983"	13	4	0	2	1	1	9
"ENSG00000278985"	0	0	1	0	0	10	4
"ENSG00000278986"	2	29	33	9	19	15	12
"ENSG00000278987"	0	15	23	5	0	6	9
"ENSG00000278988"	0	0	0	0	0	0	0
"ENSG00000278989"	26	30	23	20	26	18	5
"ENSG00000278990"	0	0	0	0	0	0	0
"ENSG00000278991"	15	35	0	0	0	1	10
"ENSG00000278992"	0	0	0	0	0	0	0
"ENSG00000278993"	75	101	90	101	44	57	18
"ENSG00000278994"	0	0	0	0	0	0	0
"ENSG00000278995"	0	17	18	12	11	22	1
"ENSG00000278996"	0	0	0	0	0	0	0
"ENSG00000278997"	23	72	46	62	33	22	4
"ENSG00000278998"	0	7	5	9	0	0	0
"ENSG00000278999"	16	0	1	0	0	0	2
"ENSG00000279000"	14	11	0	0	0	9	5
"ENSG00000279001"	0	0	0	0	0	0	0
"ENSG00000279002"	0	0	0	0	0	5	0
"ENSG00000279004"	0	0	0	0	0	0	0
"ENSG00000279005"	0	0	0	0	0	0	0
"ENSG00000279006"	0	0	0	0	13	0	1
"ENSG00000279009"	0	0	0	0	0	0	0
"ENSG00000279011"	0	0	0	0	0	0	0
"ENSG00000279012"	0	0	0	0	0	0	0
"ENSG00000279013"	0	0	0	0	0	0	0
"ENSG00000279014"	0	0	0	0	0	0	0
"ENSG00000279015"	0	0	0	0	0	0	0
"ENSG00000279016"	0	0	0	0	0	0	0
"ENSG00000279017"	0	2	0	0	0	0	0
"ENSG00000279019"	20	6	0	2	7	0	3
"ENSG00000279020"	0	0	0	0	0	0	0
"ENSG00000279021"	0	0	0	0	0	0	0
"ENSG00000279022"	19	5	0	0	0	3	0
"ENSG00000279023"	0	0	0	0	0	0	0
"ENSG00000279024"	0	0	0	0	0	0	0
"ENSG00000279025"	0	0	0	0	0	0	0
"ENSG00000279026"	22	28	10	24	4	14	0
"ENSG00000279028"	0	0	0	0	0	0	0
"ENSG00000279029"	0	0	0	0	0	0	0
"ENSG00000279030"	54	23	13	10	0	13	13
"ENSG00000279031"	0	0	0	0	0	0	0
"ENSG00000279032"	0	0	0	0	0	0	0
"ENSG00000279033"	0	0	0	0	0	0	0
"ENSG00000279034"	0	0	0	0	0	0	0
"ENSG00000279035"	0	2	28	0	6	2	2
"ENSG00000279036"	0	0	0	0	0	0	1
"ENSG00000279039"	0	0	0	0	1	3	4
"ENSG00000279040"	0	0	0	0	0	7	0
"ENSG00000279041"	554	642	392	270	479	501	172
"ENSG00000279042"	6	7	1	0	0	0	0
"ENSG00000279043"	0	0	0	0	0	0	0
"ENSG00000279044"	0	2	0	0	9	3	3
"ENSG00000279045"	0	0	0	0	0	0	0
"ENSG00000279046"	0	0	0	0	0	0	0
"ENSG00000279047"	0	0	0	0	3	0	0
"ENSG00000279048"	57	11	25	18	14	17	20
"ENSG00000279050"	0	0	0	0	0	0	0
"ENSG00000279051"	0	0	0	0	0	0	0
"ENSG00000279056"	0	0	0	0	0	0	0
"ENSG00000279057"	6	9	3	0	1	17	5
"ENSG00000279058"	7	0	4	0	5	0	1
"ENSG00000279059"	284	207	179	229	338	197	197
"ENSG00000279061"	0	0	0	0	0	0	0
"ENSG00000279062"	0	0	0	0	0	0	0
"ENSG00000279063"	0	0	0	0	0	0	0
"ENSG00000279064"	0	0	0	0	0	0	0
"ENSG00000279065"	0	0	0	0	0	0	0
"ENSG00000279066"	0	5	8	8	0	0	2
"ENSG00000279067"	0	0	0	0	0	0	0
"ENSG00000279068"	0	0	0	0	0	0	0
"ENSG00000279069"	197	264	231	261	223	191	110
"ENSG00000279070"	17	12	0	0	6	0	0
"ENSG00000279071"	0	0	0	0	0	0	0
"ENSG00000279072"	0	0	0	0	0	0	0
"ENSG00000279073"	0	0	0	0	0	0	0
"ENSG00000279074"	0	0	0	0	0	0	0
"ENSG00000279075"	11	8	9	11	0	0	10
"ENSG00000279076"	0	0	0	0	0	0	0
"ENSG00000279077"	0	6	0	0	0	0	0
"ENSG00000279078"	0	4	0	0	0	1	0
"ENSG00000279080"	2	2	0	0	5	9	5
"ENSG00000279081"	5	0	4	7	9	7	5
"ENSG00000279082"	0	0	0	0	0	0	0
"ENSG00000279083"	0	0	0	0	0	0	0
"ENSG00000279085"	0	0	0	0	0	0	0
"ENSG00000279086"	148	97	83	128	104	124	21
"ENSG00000279087"	0	0	0	0	0	0	0
"ENSG00000279088"	515	647	550	894	708	533	205
"ENSG00000279089"	37	59	89	47	69	74	37
"ENSG00000279090"	0	0	0	0	0	0	0
"ENSG00000279092"	13	3	16	1	4	2	5
"ENSG00000279093"	0	0	0	0	0	0	0
"ENSG00000279094"	0	0	0	0	0	0	1
"ENSG00000279095"	0	0	0	0	0	0	0
"ENSG00000279096"	0	0	0	0	0	0	0
"ENSG00000279097"	0	0	0	0	0	0	0
"ENSG00000279098"	0	0	0	0	0	0	0
"ENSG00000279099"	0	0	0	0	0	0	0
"ENSG00000279100"	0	0	0	0	0	0	0
"ENSG00000279103"	0	9	14	0	0	0	6
"ENSG00000279104"	0	0	0	0	0	0	0
"ENSG00000279106"	0	0	0	0	0	0	0
"ENSG00000279108"	29	36	98	14	33	29	25
"ENSG00000279110"	0	0	0	0	0	4	0
"ENSG00000279111"	0	0	0	0	0	0	0
"ENSG00000279113"	0	0	0	0	0	0	0
"ENSG00000279114"	9	1	0	5	0	2	5
"ENSG00000279115"	0	0	0	0	0	0	0
"ENSG00000279116"	0	0	0	0	0	0	0
"ENSG00000279117"	0	0	0	0	0	0	0
"ENSG00000279118"	347	329	123	117	232	295	105
"ENSG00000279119"	0	0	0	0	0	0	0
"ENSG00000279120"	0	0	0	0	0	0	0
"ENSG00000279121"	0	0	0	0	0	0	0
"ENSG00000279122"	0	0	0	0	0	0	0
"ENSG00000279123"	9	8	3	0	0	3	5
"ENSG00000279124"	0	0	0	0	0	2	3
"ENSG00000279125"	0	0	0	0	2	0	0
"ENSG00000279127"	0	0	0	0	0	0	0
"ENSG00000279128"	0	8	0	0	0	0	0
"ENSG00000279129"	0	0	0	0	0	0	4
"ENSG00000279130"	0	12	4	7	0	7	0
"ENSG00000279133"	0	5	38	0	5	14	5
"ENSG00000279134"	0	0	0	0	0	0	0
"ENSG00000279135"	0	6	10	0	8	0	0
"ENSG00000279136"	0	0	0	0	0	0	0
"ENSG00000279137"	0	0	15	7	6	0	0
"ENSG00000279138"	11	18	44	13	45	17	2
"ENSG00000279139"	0	0	0	0	0	0	0
"ENSG00000279140"	23	39	21	46	12	6	14
"ENSG00000279141"	0	7	0	0	4	6	2
"ENSG00000279142"	0	4	0	0	0	13	0
"ENSG00000279143"	0	0	4	0	0	0	0
"ENSG00000279144"	9	20	4	15	16	10	5
"ENSG00000279145"	8	13	31	0	9	11	14
"ENSG00000279146"	0	0	0	0	0	0	0
"ENSG00000279147"	0	0	0	0	0	0	0
"ENSG00000279148"	114	175	146	105	61	93	59
"ENSG00000279149"	0	7	17	23	5	3	8
"ENSG00000279151"	0	0	0	0	0	0	0
"ENSG00000279152"	0	0	0	0	0	0	0
"ENSG00000279153"	0	0	0	0	0	0	0
"ENSG00000279154"	0	0	0	0	1	0	0
"ENSG00000279155"	17	24	0	10	0	17	14
"ENSG00000279156"	0	0	0	0	0	0	0
"ENSG00000279157"	0	0	0	0	0	0	0
"ENSG00000279159"	49	57	30	61	52	62	52
"ENSG00000279160"	0	0	0	0	0	0	0
"ENSG00000279161"	72	161	22	99	16	37	25
"ENSG00000279162"	0	0	0	0	0	0	1
"ENSG00000279163"	0	0	0	0	0	0	0
"ENSG00000279164"	21	6	0	0	4	1	0
"ENSG00000279165"	0	0	0	0	0	0	0
"ENSG00000279166"	0	0	0	0	0	0	0
"ENSG00000279167"	0	0	0	0	0	0	0
"ENSG00000279168"	0	1	0	4	1	0	1
"ENSG00000279169"	0	0	0	0	0	0	0
"ENSG00000279170"	422	427	299	334	453	401	271
"ENSG00000279171"	0	0	0	0	0	0	0
"ENSG00000279172"	0	0	0	0	0	0	0
"ENSG00000279173"	0	0	0	0	0	0	0
"ENSG00000279174"	0	0	0	0	0	0	0
"ENSG00000279175"	0	0	2	6	0	9	1
"ENSG00000279176"	0	0	0	0	0	0	0
"ENSG00000279177"	0	0	0	0	0	0	0
"ENSG00000279179"	34	59	18	41	15	13	29
"ENSG00000279180"	0	0	0	0	0	0	0
"ENSG00000279181"	0	0	0	0	0	0	0
"ENSG00000279182"	0	0	0	0	0	0	0
"ENSG00000279186"	0	0	0	0	0	0	0
"ENSG00000279187"	64	5	22	10	21	21	12
"ENSG00000279189"	0	0	0	0	0	0	0
"ENSG00000279190"	0	0	0	0	0	0	0
"ENSG00000279192"	0	0	0	0	0	0	0
"ENSG00000279193"	0	0	0	0	0	0	0
"ENSG00000279196"	44	35	0	3	24	29	24
"ENSG00000279197"	0	0	0	0	0	0	0
"ENSG00000279198"	79	74	57	118	104	96	30
"ENSG00000279199"	6	1	0	12	3	6	2
"ENSG00000279200"	0	0	0	0	0	0	1
"ENSG00000279201"	0	0	0	0	0	0	0
"ENSG00000279202"	0	0	0	0	0	0	0
"ENSG00000279203"	0	9	0	11	0	10	8
"ENSG00000279204"	8	8	0	39	18	16	1
"ENSG00000279205"	0	0	0	0	0	0	0
"ENSG00000279206"	0	0	0	0	0	0	2
"ENSG00000279207"	1850	2212	659	550	887	1444	453
"ENSG00000279208"	19	4	0	0	6	3	1
"ENSG00000279209"	0	0	0	0	0	0	0
"ENSG00000279211"	0	0	0	0	0	0	0
"ENSG00000279212"	14	5	0	4	5	3	1
"ENSG00000279213"	0	0	0	0	0	0	0
"ENSG00000279214"	0	0	0	0	0	0	0
"ENSG00000279217"	6	0	8	0	0	0	0
"ENSG00000279218"	0	0	0	0	0	0	0
"ENSG00000279220"	0	0	3	0	0	3	0
"ENSG00000279221"	17	9	11	0	0	5	7
"ENSG00000279222"	0	0	0	0	0	0	0
"ENSG00000279223"	0	0	0	0	0	0	0
"ENSG00000279225"	0	12	1	0	4	3	0
"ENSG00000279227"	228	175	218	263	122	122	60
"ENSG00000279228"	0	0	0	0	0	0	0
"ENSG00000279231"	0	0	0	0	0	0	0
"ENSG00000279232"	17	17	0	7	1	1	3
"ENSG00000279233"	69	135	107	31	65	43	63
"ENSG00000279235"	0	0	0	0	0	0	0
"ENSG00000279236"	0	0	0	0	0	0	0
"ENSG00000279237"	0	2	0	0	0	0	0
"ENSG00000279239"	0	0	0	0	0	0	0
"ENSG00000279240"	0	0	0	0	3	0	0
"ENSG00000279243"	0	0	0	0	0	0	0
"ENSG00000279245"	0	0	0	0	0	0	0
"ENSG00000279246"	0	4	0	0	0	0	1
"ENSG00000279248"	0	0	0	0	0	0	0
"ENSG00000279249"	0	0	10	0	4	0	0
"ENSG00000279250"	0	2	0	0	0	3	2
"ENSG00000279251"	0	0	0	0	0	0	0
"ENSG00000279253"	169	148	203	309	279	287	93
"ENSG00000279254"	64	17	22	34	16	16	10
"ENSG00000279255"	15	29	47	51	10	16	16
"ENSG00000279256"	0	0	0	0	0	0	0
"ENSG00000279259"	80	94	170	70	65	56	24
"ENSG00000279261"	0	0	0	0	0	0	0
"ENSG00000279262"	0	0	0	0	0	0	0
"ENSG00000279263"	0	0	0	0	0	0	0
"ENSG00000279264"	0	0	0	0	6	0	0
"ENSG00000279265"	0	33	9	4	5	7	10
"ENSG00000279266"	9	20	15	75	17	19	4
"ENSG00000279267"	130	80	122	78	108	84	65
"ENSG00000279268"	0	0	0	0	0	0	0
"ENSG00000279269"	0	0	0	0	0	0	0
"ENSG00000279270"	0	0	0	0	0	0	0
"ENSG00000279271"	0	0	0	0	0	0	0
"ENSG00000279273"	0	0	0	0	0	0	0
"ENSG00000279274"	0	0	0	0	1	0	0
"ENSG00000279275"	0	0	0	0	0	0	0
"ENSG00000279276"	0	0	0	0	0	0	0
"ENSG00000279277"	0	7	9	8	8	13	11
"ENSG00000279278"	98	44	26	45	23	21	39
"ENSG00000279281"	9	0	0	0	0	0	0
"ENSG00000279283"	15	2	9	5	4	0	21
"ENSG00000279284"	0	0	0	0	0	0	0
"ENSG00000279285"	0	0	0	0	0	0	0
"ENSG00000279286"	8	12	28	47	25	39	3
"ENSG00000279288"	0	3	0	0	0	0	2
"ENSG00000279289"	0	7	0	0	0	6	1
"ENSG00000279294"	0	0	0	5	0	0	1
"ENSG00000279295"	0	0	0	0	0	0	0
"ENSG00000279296"	0	0	12	0	0	0	4
"ENSG00000279297"	0	0	0	0	3	0	0
"ENSG00000279298"	0	0	0	0	0	0	0
"ENSG00000279299"	0	0	0	0	0	0	0
"ENSG00000279300"	0	0	0	0	0	0	0
"ENSG00000279301"	0	0	0	0	0	0	0
"ENSG00000279302"	0	0	0	0	0	5	0
"ENSG00000279303"	0	0	0	0	0	0	0
"ENSG00000279304"	0	0	0	0	0	0	0
"ENSG00000279305"	0	0	0	0	0	0	0
"ENSG00000279306"	33	19	11	17	15	15	3
"ENSG00000279307"	109	160	70	128	128	164	65
"ENSG00000279310"	0	0	0	0	0	0	0
"ENSG00000279311"	64	83	55	28	72	25	44
"ENSG00000279314"	22	25	21	14	9	39	9
"ENSG00000279315"	0	0	14	0	0	0	0
"ENSG00000279317"	0	1	2	0	7	1	0
"ENSG00000279319"	0	0	0	0	0	0	0
"ENSG00000279320"	10	5	0	0	6	7	0
"ENSG00000279321"	0	0	0	0	0	0	0
"ENSG00000279322"	0	0	0	0	0	0	0
"ENSG00000279324"	0	0	0	0	0	0	0
"ENSG00000279325"	14	0	0	0	0	0	3
"ENSG00000279326"	0	0	0	0	0	0	0
"ENSG00000279328"	0	0	0	0	0	0	0
"ENSG00000279329"	0	2	20	11	19	9	17
"ENSG00000279330"	17	13	6	4	6	4	2
"ENSG00000279331"	17	55	10	11	22	8	6
"ENSG00000279332"	15	10	0	0	15	11	2
"ENSG00000279333"	0	0	0	0	0	0	0
"ENSG00000279334"	0	0	0	0	0	0	0
"ENSG00000279337"	0	0	0	0	0	0	0
"ENSG00000279339"	0	0	0	0	5	5	4
"ENSG00000279340"	0	2	0	0	0	2	0
"ENSG00000279341"	0	0	0	3	0	0	0
"ENSG00000279342"	7	8	42	0	10	22	16
"ENSG00000279343"	0	0	0	0	0	0	0
"ENSG00000279344"	0	0	0	0	0	0	6
"ENSG00000279345"	0	11	0	0	8	11	1
"ENSG00000279347"	0	6	2	0	8	5	1
"ENSG00000279348"	102	386	123	45	82	242	41
"ENSG00000279349"	2	25	0	0	13	35	4
"ENSG00000279352"	13	18	16	5	12	28	7
"ENSG00000279353"	0	0	10	0	0	0	0
"ENSG00000279354"	0	0	0	0	0	0	0
"ENSG00000279356"	5	20	5	20	2	5	7
"ENSG00000279357"	0	0	0	11	0	0	1
"ENSG00000279358"	0	0	0	0	0	5	0
"ENSG00000279359"	0	0	0	4	0	0	0
"ENSG00000279360"	0	0	0	0	0	0	0
"ENSG00000279361"	0	0	0	0	0	0	2
"ENSG00000279364"	0	0	0	0	0	0	0
"ENSG00000279365"	0	5	0	0	0	5	0
"ENSG00000279366"	0	0	0	0	0	0	0
"ENSG00000279367"	0	0	0	0	0	0	0
"ENSG00000279368"	0	0	0	0	0	0	0
"ENSG00000279369"	106	210	121	127	86	81	33
"ENSG00000279370"	0	0	0	0	0	0	0
"ENSG00000279372"	0	3	6	8	0	0	1
"ENSG00000279373"	0	2	0	0	13	0	1
"ENSG00000279375"	0	13	4	0	0	0	1
"ENSG00000279376"	0	0	0	0	1	0	0
"ENSG00000279377"	0	0	0	0	0	0	0
"ENSG00000279378"	0	0	0	0	0	0	0
"ENSG00000279379"	0	0	0	0	0	0	0
"ENSG00000279381"	0	0	0	0	0	2	0
"ENSG00000279382"	165	167	71	29	64	62	77
"ENSG00000279384"	15	26	18	22	21	3	1
"ENSG00000279386"	14	8	0	0	12	4	1
"ENSG00000279387"	0	0	0	0	0	0	0
"ENSG00000279388"	0	0	0	0	0	0	0
"ENSG00000279390"	0	6	6	0	0	0	2
"ENSG00000279391"	0	0	0	0	0	0	0
"ENSG00000279392"	147	147	142	99	120	164	75
"ENSG00000279393"	39	57	12	15	5	13	8
"ENSG00000279394"	0	0	0	0	0	0	0
"ENSG00000279395"	0	0	0	0	0	0	0
"ENSG00000279397"	0	0	0	0	0	0	1
"ENSG00000279398"	0	0	0	0	0	0	0
"ENSG00000279399"	0	0	0	0	0	0	0
"ENSG00000279401"	0	0	0	0	0	0	0
"ENSG00000279403"	0	0	0	0	0	0	0
"ENSG00000279404"	0	0	0	0	0	0	0
"ENSG00000279405"	0	0	0	0	0	0	1
"ENSG00000279406"	30	11	49	1	17	7	9
"ENSG00000279407"	38	83	41	18	2	40	56
"ENSG00000279408"	0	0	0	0	0	0	0
"ENSG00000279409"	0	0	0	0	0	0	0
"ENSG00000279410"	0	0	0	0	12	9	0
"ENSG00000279411"	0	0	0	0	0	0	0
"ENSG00000279412"	49	46	40	67	51	81	32
"ENSG00000279414"	0	0	6	0	0	0	0
"ENSG00000279415"	435	488	383	459	772	861	241
"ENSG00000279416"	0	0	0	0	0	0	0
"ENSG00000279417"	0	0	0	0	0	0	0
"ENSG00000279418"	0	0	0	0	0	0	0
