"geneId"	"seqnames"	"start"	"end"	"width"	"strand"	"V4"	"V5"	"V6"	"V7"	"V8"	"V9"	"V10"	"annotation"	"geneChr"	"geneStart"	"geneEnd"	"geneLength"	"geneStrand"	"transcriptId"	"distanceToTSS"	"external_gene_name"	"annotation_short"
"793"	"ENSG00000176014"	"18"	12308291	12308371	81	"*"	"KOS_4h_peak_696"	32	"."	4.15205	7.75571	3.28477	43	"Promoter (<=1kb)"	18	12308263	12325353	17091	1	"ENST00000591463"	28	"TUBB6"	"Promoter (<=1kb)"
"794"	"ENSG00000176014"	"18"	12308829	12308890	62	"*"	"KOS_4h_peak_697"	45	"."	6.08763	9.22084	4.59327	28	"Promoter (<=1kb)"	18	12308263	12325353	17091	1	"ENST00000591463"	566	"TUBB6"	"Promoter (<=1kb)"
"795"	"ENSG00000176020"	"3"	49719497	49719573	77	"*"	"KOS_4h_peak_1038"	28	"."	5.16389	7.21296	2.83737	37	"Promoter (<=1kb)"	3	49716829	49719684	2856	2	"ENST00000320431"	111	"AMIGO3"	"Promoter (<=1kb)"
"796"	"ENSG00000176108"	"17"	80991819	80991942	124	"*"	"KOS_4h_peak_667"	17	"."	3.9985	5.86251	1.70983	38	"Promoter (<=1kb)"	17	80991841	81000133	8293	1	"ENST00000325167"	0	"CHMP6"	"Promoter (<=1kb)"
"797"	"ENSG00000176108"	"17"	80989146	80989197	52	"*"	"KOS_4h_peak_666"	35	"."	5.70552	8.08991	3.59027	24	"Promoter (2-3kb)"	17	80991598	80999145	7548	1	"ENST00000572525"	-2401	"CHMP6"	"Promoter (2-3kb)"
"798"	"ENSG00000176624"	"18"	51196723	51196797	75	"*"	"KOS_4h_peak_710"	15	"."	3.46005	5.61827	1.53227	73	"Promoter (<=1kb)"	18	51192910	51196759	3850	2	"ENST00000592416"	0	"MEX3C"	"Promoter (<=1kb)"
"799"	"ENSG00000176624"	"18"	51197292	51197350	59	"*"	"KOS_4h_peak_711"	57	"."	6.71306	10.54133	5.78565	22	"Promoter (<=1kb)"	18	51174550	51197681	23132	2	"ENST00000406189"	331	"MEX3C"	"Promoter (<=1kb)"
"800"	"ENSG00000176788"	"5"	17217624	17217729	106	"*"	"KOS_4h_peak_1147"	34	"."	5.48383	7.97217	3.48058	75	"Promoter (<=1kb)"	5	17217631	17276834	59204	1	"ENST00000322611"	0	"BASP1"	"Promoter (<=1kb)"
"801"	"ENSG00000176884"	"9"	137156663	137156770	108	"*"	"KOS_4h_peak_1468"	88	"."	8.34362	13.91258	8.88396	72	"Promoter (<=1kb)"	9	137156976	137158717	1742	1	"ENST00000485413"	-206	"GRIN1"	"Promoter (<=1kb)"
"802"	"ENSG00000177030"	"11"	694718	694889	172	"*"	"KOS_4h_peak_213"	40	"."	5.68732	8.58022	4.0249	95	"Promoter (<=1kb)"	11	653962	694917	40956	2	"ENST00000530813"	28	"DEAF1"	"Promoter (<=1kb)"
"803"	"ENSG00000177283"	"10"	35642191	35642293	103	"*"	"KOS_4h_peak_162"	77	"."	7.60953	12.7015	7.75994	60	"Promoter (<=1kb)"	10	35638247	35642296	4050	2	"ENST00000374694"	3	"FZD8"	"Promoter (<=1kb)"
"804"	"ENSG00000177426"	"18"	3449902	3450028	127	"*"	"KOS_4h_peak_687"	17	"."	3.9985	5.86251	1.70983	106	"Promoter (<=1kb)"	18	3450036	3457475	7440	1	"ENST00000546979"	-8	"TGIF1"	"Promoter (<=1kb)"
"805"	"ENSG00000177542"	"11"	797969	798028	60	"*"	"KOS_4h_peak_214"	32	"."	5.45713	7.68369	3.23693	51	"Promoter (<=1kb)"	11	791644	797995	6352	2	"ENST00000531214"	0	"SLC25A22"	"Promoter (<=1kb)"
"807"	"ENSG00000177606"	"1"	58782547	58782708	162	"*"	"KOS_4h_peak_70"	46	"."	4.61339	9.29771	4.66473	123	"Promoter (1-2kb)"	1	58780791	58784047	3257	2	"ENST00000371222"	1339	"JUN"	"Promoter (1-2kb)"
"808"	"ENSG00000177666"	"11"	819586	819639	54	"*"	"KOS_4h_peak_215"	32	"."	5.17671	7.76745	3.29443	11	"Promoter (<=1kb)"	11	818914	825573	6660	1	"ENST00000336615"	672	"PNPLA2"	"Promoter (<=1kb)"
"809"	"ENSG00000177707"	"3"	111071767	111071868	102	"*"	"KOS_4h_peak_1054"	16	"."	4.28434	5.83183	1.69221	98	"Promoter (<=1kb)"	3	111071816	111137560	65745	1	"ENST00000485303"	0	"NECTIN3"	"Promoter (<=1kb)"
"810"	"ENSG00000177963"	"11"	207529	207704	176	"*"	"KOS_4h_peak_210"	69	"."	6.85495	11.86177	6.98135	110	"Promoter (<=1kb)"	11	207708	215113	7406	1	"ENST00000526104"	-4	"RIC8A"	"Promoter (<=1kb)"
"811"	"ENSG00000178209"	"8"	143973390	143973509	120	"*"	"KOS_4h_peak_1412"	75	"."	7.22669	12.46824	7.54236	88	"Promoter (<=1kb)"	8	143915153	143973529	58377	2	"ENST00000356346"	20	"PLEC"	"Promoter (<=1kb)"
"812"	"ENSG00000178695"	"13"	76886294	76886470	177	"*"	"KOS_4h_peak_353"	188	"."	12.17526	24.50179	18.84169	50	"Promoter (<=1kb)"	13	76880175	76886405	6231	2	"ENST00000377474"	0	"KCTD12"	"Promoter (<=1kb)"
"813"	"ENSG00000178761"	"15"	74906745	74906819	75	"*"	"KOS_4h_peak_438"	38	"."	4.99813	8.40895	3.87883	26	"Promoter (<=1kb)"	15	74899992	74906793	6802	2	"ENST00000563671"	0	"FAM219B"	"Promoter (<=1kb)"
"814"	"ENSG00000178764"	"8"	122782585	122782679	95	"*"	"KOS_4h_peak_1396"	38	"."	5.59534	8.43367	3.89839	68	"Promoter (<=1kb)"	8	122781655	122974510	192856	1	"ENST00000314393"	930	"ZHX2"	"Promoter (<=1kb)"
"815"	"ENSG00000179066"	"19"	35105565	35105647	83	"*"	"KOS_4h_peak_767"	32	"."	5.14121	7.7109	3.24218	17	"Promoter (<=1kb)"	19	35105969	35107237	1269	1	"ENST00000313865"	-322	""	"Promoter (<=1kb)"
"816"	"ENSG00000179066"	"19"	35105418	35105469	52	"*"	"KOS_4h_peak_766"	60	"."	7.20259	10.86869	6.07678	30	"Promoter (<=1kb)"	19	35105969	35107237	1269	1	"ENST00000313865"	-500	""	"Promoter (<=1kb)"
"817"	"ENSG00000179218"	"19"	12938625	12938740	116	"*"	"KOS_4h_peak_752"	24	"."	4.71278	6.75286	2.42901	14	"Promoter (<=1kb)"	19	12938645	12944489	5845	1	"ENST00000588454"	0	"CALR"	"Promoter (<=1kb)"
"820"	"ENSG00000179743"	"1"	15848301	15848494	194	"*"	"KOS_4h_peak_19"	32	"."	5.14121	7.7109	3.24218	70	"Promoter (<=1kb)"	1	15834474	15848147	13674	2	"ENST00000317122"	-154	"SPEN-AS1"	"Promoter (<=1kb)"
"821"	"ENSG00000179818"	"2"	70087728	70087779	52	"*"	"KOS_4h_peak_836"	36	"."	5.60994	8.17344	3.66648	43	"Promoter (<=1kb)"	2	69963282	70087810	124529	2	"ENST00000629836"	31	"PCBP1-AS1"	"Promoter (<=1kb)"
"822"	"ENSG00000179818"	"2"	70087615	70087673	59	"*"	"KOS_4h_peak_835"	50	"."	5.99808	9.72704	5.04225	51	"Promoter (<=1kb)"	2	69963282	70087810	124529	2	"ENST00000629836"	137	"PCBP1-AS1"	"Promoter (<=1kb)"
"823"	"ENSG00000179859"	"17"	7916227	7916278	52	"*"	"KOS_4h_peak_564"	36	"."	5.42002	8.15463	3.64797	24	"Promoter (<=1kb)"	17	7913339	7916289	2951	2	"ENST00000324348"	11	"RNF227"	"Promoter (<=1kb)"
"824"	"ENSG00000179965"	"16"	30407169	30407224	56	"*"	"KOS_4h_peak_488"	24	"."	4.71278	6.75286	2.42901	20	"Promoter (<=1kb)"	16	30407414	30418594	11181	1	"ENST00000434417"	-190	"ZNF771"	"Promoter (<=1kb)"
"825"	"ENSG00000180008"	"14"	55027224	55027366	143	"*"	"KOS_4h_peak_382"	68	"."	6.99417	11.70148	6.84622	31	"Promoter (<=1kb)"	14	55027230	55049488	22259	1	"ENST00000395472"	0	"SOCS4"	"Promoter (<=1kb)"
"826"	"ENSG00000180447"	"9"	86946071	86946164	94	"*"	"KOS_4h_peak_1422"	73	"."	7.11522	12.28661	7.37472	48	"Promoter (1-2kb)"	9	86944362	86947506	3145	2	"ENST00000298743"	1342	"GAS1"	"Promoter (1-2kb)"
"827"	"ENSG00000180447"	"9"	86946312	86946415	104	"*"	"KOS_4h_peak_1423"	41	"."	5.56964	8.70312	4.11695	10	"Promoter (1-2kb)"	9	86944362	86947506	3145	2	"ENST00000298743"	1091	"GAS1"	"Promoter (1-2kb)"
"828"	"ENSG00000180447"	"9"	86946574	86946699	126	"*"	"KOS_4h_peak_1424"	78	"."	7.46045	12.84887	7.89713	78	"Promoter (<=1kb)"	9	86944362	86947506	3145	2	"ENST00000298743"	807	"GAS1"	"Promoter (<=1kb)"
"829"	"ENSG00000180747"	"16"	21501915	21501968	54	"*"	"KOS_4h_peak_471"	28	"."	4.81637	7.19218	2.82053	12	"Promoter (<=1kb)"	16	21447078	21501886	54809	2	"ENST00000522480"	-29	"SMG1P3"	"Promoter (<=1kb)"
"830"	"ENSG00000180747"	"16"	21501633	21501723	91	"*"	"KOS_4h_peak_470"	17	"."	3.9985	5.86251	1.70983	51	"Promoter (<=1kb)"	16	21447078	21501886	54809	2	"ENST00000522480"	163	"SMG1P3"	"Promoter (<=1kb)"
"831"	"ENSG00000180776"	"13"	21459407	21459562	156	"*"	"KOS_4h_peak_344"	46	"."	5.33134	9.31535	4.67549	84	"Promoter (<=1kb)"	13	21372573	21459370	86798	2	"ENST00000542645"	-37	"ZDHHC20"	"Promoter (<=1kb)"
"832"	"ENSG00000180822"	"6"	3258897	3259136	240	"*"	"KOS_4h_peak_1208"	107	"."	8.82101	15.92289	10.762	63	"Promoter (<=1kb)"	6	3258897	3267779	8883	1	"ENST00000380305"	0	"PSMG4"	"Promoter (<=1kb)"
"833"	"ENSG00000180834"	"3"	183825096	183825194	99	"*"	"KOS_4h_peak_1078"	21	"."	4.66278	6.42293	2.16659	76	"Promoter (<=1kb)"	3	183820163	183825225	5063	2	"ENST00000463801"	31	"MAP6D1"	"Promoter (<=1kb)"
"834"	"ENSG00000180901"	"17"	75035097	75035158	62	"*"	"KOS_4h_peak_647"	24	"."	4.08924	6.80383	2.46867	48	"Promoter (2-3kb)"	17	75032612	75063263	30652	1	"ENST00000581589"	2485	"KCTD2"	"Promoter (2-3kb)"
"835"	"ENSG00000181090"	"9"	137618939	137619027	89	"*"	"KOS_4h_peak_1475"	68	"."	6.99417	11.70148	6.84622	29	"Promoter (<=1kb)"	9	137618992	137784393	165402	1	"ENST00000462484"	0	"EHMT1"	"Promoter (<=1kb)"
"836"	"ENSG00000181192"	"10"	12068888	12068999	112	"*"	"KOS_4h_peak_151"	23	"."	4.33171	6.68058	2.38836	45	"Promoter (<=1kb)"	10	12068954	12123221	54268	1	"ENST00000263035"	0	"DHTKD1"	"Promoter (<=1kb)"
"839"	"ENSG00000181218"	"1"	228457435	228457590	156	"*"	"KOS_4h_peak_138"	41	"."	5.56964	8.70312	4.11695	118	"Promoter (<=1kb)"	1	228434777	228457873	23097	2	"ENST00000691624"	283	"H2AC25"	"Promoter (<=1kb)"
"840"	"ENSG00000181218"	"1"	228457646	228457707	62	"*"	"KOS_4h_peak_139"	32	"."	5.14121	7.7109	3.24218	46	"Promoter (<=1kb)"	1	228434777	228457873	23097	2	"ENST00000691624"	166	"H2AC25"	"Promoter (<=1kb)"
"841"	"ENSG00000181218"	"1"	228457783	228457885	103	"*"	"KOS_4h_peak_140"	32	"."	5.14121	7.7109	3.24218	5	"Promoter (<=1kb)"	1	228434777	228457873	23097	2	"ENST00000691624"	0	"H2AC25"	"Promoter (<=1kb)"
"842"	"ENSG00000181264"	"11"	120325600	120325682	83	"*"	"KOS_4h_peak_269"	82	"."	7.44508	13.23437	8.24621	41	"Promoter (<=1kb)"	11	120325307	120333682	8376	1	"ENST00000529187"	293	"TLCD5"	"Promoter (<=1kb)"
"843"	"ENSG00000181649"	"11"	2928945	2929327	383	"*"	"KOS_4h_peak_218"	80	"."	7.5831	13.04857	8.07415	124	"Promoter (<=1kb)"	11	2928273	2929420	1148	2	"ENST00000314222"	93	"PHLDA2"	"Promoter (<=1kb)"
"844"	"ENSG00000181788"	"3"	150762730	150762798	69	"*"	"KOS_4h_peak_1069"	35	"."	5.67185	8.03436	3.53643	30	"Promoter (<=1kb)"	3	150741125	150763169	22045	2	"ENST00000312960"	371	"SIAH2"	"Promoter (<=1kb)"
"848"	"ENSG00000181915"	"10"	62805039	62805228	190	"*"	"KOS_4h_peak_169"	74	"."	7.79825	12.34886	7.43025	160	"Promoter (<=1kb)"	10	62804720	62808479	3760	1	"ENST00000710287"	319	"ADO"	"Promoter (<=1kb)"
"849"	"ENSG00000182149"	"16"	71895454	71895531	78	"*"	"KOS_4h_peak_515"	38	"."	5.36718	8.37753	3.8572	36	"Promoter (<=1kb)"	16	71895493	71930639	35147	1	"ENST00000606369"	0	"IST1"	"Promoter (<=1kb)"
"850"	"ENSG00000182220"	"X"	40580836	40580938	103	"*"	"KOS_4h_peak_1486"	103	"."	9.42377	15.52907	10.38517	66	"Promoter (<=1kb)"	23	40580894	40606588	25695	1	"ENST00000636409"	0	"ATP6AP2"	"Promoter (<=1kb)"
"851"	"ENSG00000182327"	"17"	4789757	4789915	159	"*"	"KOS_4h_peak_554"	41	"."	5.56964	8.70312	4.11695	43	"Promoter (<=1kb)"	17	4788964	4790589	1626	1	"ENST00000331264"	793	"GLTPD2"	"Promoter (<=1kb)"
"854"	"ENSG00000182759"	"8"	143430374	143430458	85	"*"	"KOS_4h_peak_1411"	62	"."	7.19839	11.05741	6.24648	38	"Promoter (<=1kb)"	8	143428064	143430732	2669	2	"ENST00000333480"	274	"MAFA"	"Promoter (<=1kb)"
"855"	"ENSG00000182831"	"16"	9091605	9091753	149	"*"	"KOS_4h_peak_461"	55	"."	5.66455	10.24766	5.50938	43	"Promoter (<=1kb)"	16	9091644	9121635	29992	1	"ENST00000327827"	0	"HAPSTR1"	"Promoter (<=1kb)"
"856"	"ENSG00000183020"	"11"	925563	925866	304	"*"	"KOS_4h_peak_216"	91	"."	8.05704	14.23538	9.17286	29	"Promoter (<=1kb)"	11	925809	1012245	86437	1	"ENST00000332231"	0	"AP2A2"	"Promoter (<=1kb)"
"857"	"ENSG00000183048"	"17"	81712628	81712680	53	"*"	"KOS_4h_peak_679"	43	"."	6.11866	8.9972	4.38652	13	"Promoter (<=1kb)"	17	81712307	81721012	8706	1	"ENST00000331531"	321	"SLC25A10"	"Promoter (<=1kb)"
"858"	"ENSG00000183087"	"13"	113837008	113837059	52	"*"	"KOS_4h_peak_362"	42	"."	6.00284	8.80761	4.21067	9	"Promoter (<=1kb)"	13	113820552	113836044	15493	2	"ENST00000610073"	-964	"GAS6"	"Promoter (<=1kb)"
"859"	"ENSG00000183458"	"16"	14911413	14911629	217	"*"	"KOS_4h_peak_467"	81	"."	4.10906	13.08974	8.11418	61	"Promoter (<=1kb)"	16	14911551	14935708	24158	1	"ENST00000534164"	0	"PKD1P3"	"Promoter (<=1kb)"
"860"	"ENSG00000183513"	"2"	98608320	98608371	52	"*"	"KOS_4h_peak_853"	57	"."	6.71306	10.54133	5.78565	18	"Promoter (<=1kb)"	2	98600353	98608507	8155	2	"ENST00000483527"	136	"COA5"	"Promoter (<=1kb)"
"861"	"ENSG00000183682"	"1"	39491584	39491656	73	"*"	"KOS_4h_peak_53"	24	"."	4.71278	6.75286	2.42901	46	"Promoter (<=1kb)"	1	39491636	39529869	38234	1	"ENST00000331593"	0	"BMP8A"	"Promoter (<=1kb)"
"862"	"ENSG00000183779"	"8"	37695625	37696120	496	"*"	"KOS_4h_peak_1387"	123	"."	8.99712	17.63181	12.36757	346	"Promoter (<=1kb)"	8	37695782	37700019	4238	1	"ENST00000331569"	0	"ZNF703"	"Promoter (<=1kb)"
"863"	"ENSG00000183826"	"6"	38640028	38640279	252	"*"	"KOS_4h_peak_1246"	101	"."	8.14025	15.25614	10.12394	163	"Promoter (<=1kb)"	6	38593964	38640148	46185	2	"ENST00000497373"	0	"BTBD9"	"Promoter (<=1kb)"
"864"	"ENSG00000183864"	"22"	41446743	41446819	77	"*"	"KOS_4h_peak_1009"	30	"."	4.95432	7.41282	3.00097	36	"Promoter (<=1kb)"	22	41433494	41446801	13308	2	"ENST00000327492"	0	"TOB2"	"Promoter (<=1kb)"
"865"	"ENSG00000184007"	"1"	31938294	31938372	79	"*"	"KOS_4h_peak_48"	55	"."	5.66455	10.24766	5.50938	50	"Promoter (<=1kb)"	1	31906421	31938368	31948	2	"ENST00000647444"	0	"PTP4A2"	"Promoter (<=1kb)"
"866"	"ENSG00000184009"	"17"	81512683	81512744	62	"*"	"KOS_4h_peak_673"	20	"."	4.56677	6.27276	2.0365	23	"Promoter (<=1kb)"	17	81509976	81512671	2696	2	"ENST00000679480"	-12	"ACTG1"	"Promoter (<=1kb)"
"867"	"ENSG00000184009"	"17"	81511454	81511505	52	"*"	"KOS_4h_peak_671"	34	"."	5.07639	7.90748	3.42077	19	"Promoter (<=1kb)"	17	81510005	81512150	2146	2	"ENST00000576209"	645	"ACTG1"	"Promoter (<=1kb)"
"868"	"ENSG00000184009"	"17"	81511228	81511303	76	"*"	"KOS_4h_peak_670"	38	"."	4.63447	8.39522	3.87229	12	"Promoter (<=1kb)"	17	81510005	81512150	2146	2	"ENST00000576209"	847	"ACTG1"	"Promoter (<=1kb)"
"869"	"ENSG00000184009"	"17"	81512036	81512466	431	"*"	"KOS_4h_peak_672"	143	"."	9.63373	19.7183	14.32664	292	"Promoter (<=1kb)"	17	81510005	81512150	2146	2	"ENST00000576209"	0	"ACTG1"	"Promoter (<=1kb)"
"870"	"ENSG00000184260"	"1"	149886975	149887156	182	"*"	"KOS_4h_peak_106"	107	"."	9.10477	15.95866	10.79627	62	"Promoter (<=1kb)"	1	149886918	149887411	494	1	"ENST00000331380"	57	"H2AC20"	"Promoter (<=1kb)"
"871"	"ENSG00000184640"	"17"	77484290	77484364	75	"*"	"KOS_4h_peak_654"	59	"."	6.42651	10.78055	5.99391	40	"Promoter (2-3kb)"	17	77481913	77488788	6876	1	"ENST00000585638"	2377	"SEPTIN9"	"Promoter (2-3kb)"
"872"	"ENSG00000184640"	"17"	77485082	77485351	270	"*"	"KOS_4h_peak_656"	81	"."	6.66417	13.18645	8.19989	66	"Promoter (2-3kb)"	17	77488029	77491130	3102	1	"ENST00000675703"	-2678	"SEPTIN9"	"Promoter (2-3kb)"
"873"	"ENSG00000184640"	"17"	77484457	77484841	385	"*"	"KOS_4h_peak_655"	107	"."	8.82101	15.92289	10.762	204	"Promoter (2-3kb)"	17	77481913	77488788	6876	1	"ENST00000585638"	2544	"SEPTIN9"	"Promoter (2-3kb)"
"874"	"ENSG00000184785"	"X"	134988464	134988515	52	"*"	"KOS_4h_peak_1493"	78	"."	8.15812	12.79344	7.84499	35	"Promoter (2-3kb)"	23	134990991	134992473	1483	1	"ENST00000330288"	-2476	"SMIM10"	"Promoter (2-3kb)"
"878"	"ENSG00000185000"	"8"	144326632	144326857	226	"*"	"KOS_4h_peak_1413"	72	"."	6.33097	12.18444	7.2774	192	"Promoter (<=1kb)"	8	144314584	144326852	12269	2	"ENST00000528718"	0	"DGAT1"	"Promoter (<=1kb)"
"879"	"ENSG00000185418"	"15"	101724411	101724463	53	"*"	"KOS_4h_peak_446"	47	"."	6.19667	9.39654	4.74888	33	"Promoter (<=1kb)"	15	101655980	101724442	68463	2	"ENST00000615656"	0	"TARS3"	"Promoter (<=1kb)"
"881"	"ENSG00000185561"	"17"	1710428	1710503	76	"*"	"KOS_4h_peak_551"	50	"."	5.99808	9.72704	5.04225	48	"Promoter (<=1kb)"	17	1702816	1710377	7562	2	"ENST00000330676"	-51	"TLCD2"	"Promoter (<=1kb)"
"882"	"ENSG00000185567"	"14"	104978321	104978374	54	"*"	"KOS_4h_peak_412"	47	"."	6.19667	9.39654	4.74888	12	"Promoter (<=1kb)"	14	104937253	104978374	41122	2	"ENST00000333244"	0	"AHNAK2"	"Promoter (<=1kb)"
"883"	"ENSG00000185658"	"21"	39313743	39313829	87	"*"	"KOS_4h_peak_970"	44	"."	5.78112	9.04233	4.42881	40	"Promoter (<=1kb)"	21	39184176	39313819	129644	2	"ENST00000333229"	0	"BRWD1"	"Promoter (<=1kb)"
"884"	"ENSG00000185875"	"10"	25016516	25016607	92	"*"	"KOS_4h_peak_157"	13	"."	4.12971	5.3734	1.32059	49	"Promoter (<=1kb)"	10	25016612	25026664	10053	1	"ENST00000376356"	-5	"THNSL1"	"Promoter (<=1kb)"
"885"	"ENSG00000185883"	"16"	2514069	2514219	151	"*"	"KOS_4h_peak_454"	50	"."	6.4269	9.76996	5.08221	115	"Promoter (<=1kb)"	16	2514294	2519920	5627	1	"ENST00000565223"	-75	"ATP6V0C"	"Promoter (<=1kb)"
"886"	"ENSG00000185950"	"13"	109786513	109786564	52	"*"	"KOS_4h_peak_357"	32	"."	5.14121	7.7109	3.24218	18	"Promoter (<=1kb)"	13	109752695	109786583	33889	2	"ENST00000375856"	19	"IRS2"	"Promoter (<=1kb)"
"887"	"ENSG00000186001"	"3"	197791282	197791352	71	"*"	"KOS_4h_peak_1092"	57	"."	6.28287	10.54666	5.78992	44	"Promoter (<=1kb)"	3	197791274	197871585	80312	1	"ENST00000334859"	8	"LRCH3"	"Promoter (<=1kb)"
"888"	"ENSG00000186056"	"1"	30718861	30718942	82	"*"	"KOS_4h_peak_46"	69	"."	6.85495	11.86177	6.98135	27	"Promoter (<=1kb)"	1	30718782	30721723	2942	1	"ENST00000414763"	79	"MATN1-AS1"	"Promoter (<=1kb)"
"889"	"ENSG00000186063"	"1"	222712614	222712702	89	"*"	"KOS_4h_peak_136"	32	"."	5.14121	7.7109	3.24218	31	"Promoter (<=1kb)"	1	222668013	222712737	44725	2	"ENST00000474863"	35	"AIDA"	"Promoter (<=1kb)"
"892"	"ENSG00000186350"	"9"	134326163	134326229	67	"*"	"KOS_4h_peak_1458"	58	"."	6.5279	10.58185	5.82243	60	"Promoter (<=1kb)"	9	134326455	134440585	114131	1	"ENST00000481739"	-226	"RXRA"	"Promoter (<=1kb)"
"893"	"ENSG00000186350"	"9"	134325818	134326049	232	"*"	"KOS_4h_peak_1457"	123	"."	8.99712	17.63181	12.36757	79	"Promoter (<=1kb)"	9	134326455	134440585	114131	1	"ENST00000481739"	-406	"RXRA"	"Promoter (<=1kb)"
"894"	"ENSG00000186352"	"4"	185396002	185396092	91	"*"	"KOS_4h_peak_1135"	39	"."	5.78388	8.45269	3.91348	49	"Promoter (<=1kb)"	4	185396021	185399028	3008	1	"ENST00000507479"	0	"ANKRD37"	"Promoter (<=1kb)"
"895"	"ENSG00000186765"	"17"	81535488	81535723	236	"*"	"KOS_4h_peak_677"	62	"."	7.04095	11.07679	6.26558	132	"Promoter (<=1kb)"	17	81536146	81536956	811	1	"ENST00000527221"	-423	"FSCN2"	"Promoter (<=1kb)"
"896"	"ENSG00000186765"	"17"	81535789	81535865	77	"*"	"KOS_4h_peak_678"	61	"."	6.96247	10.94799	6.14873	30	"Promoter (<=1kb)"	17	81536146	81536956	811	1	"ENST00000527221"	-281	"FSCN2"	"Promoter (<=1kb)"
"897"	"ENSG00000186765"	"17"	81531082	81532226	1145	"*"	"KOS_4h_peak_674"	236	"."	10.35941	29.6505	23.6859	769	"Promoter (2-3kb)"	17	81528532	81537080	8549	1	"ENST00000334850"	2550	"FSCN2"	"Promoter (2-3kb)"
"898"	"ENSG00000186765"	"17"	81535142	81535433	292	"*"	"KOS_4h_peak_676"	110	"."	9.27711	16.24586	11.06861	266	"Promoter (<=1kb)"	17	81536146	81536956	811	1	"ENST00000527221"	-713	"FSCN2"	"Promoter (<=1kb)"
"901"	"ENSG00000186854"	"2"	84909182	84910047	866	"*"	"KOS_4h_peak_846"	152	"."	8.99664	20.73956	15.28869	480	"Promoter (2-3kb)"	2	84901643	84907008	5366	2	"ENST00000489999"	-2174	"TRABD2A"	"Promoter (2-3kb)"
"902"	"ENSG00000187446"	"15"	41231379	41231467	89	"*"	"KOS_4h_peak_423"	59	"."	6.63521	10.75496	5.98463	44	"Promoter (<=1kb)"	15	41231293	41279402	48110	1	"ENST00000560397"	86	"CHP1"	"Promoter (<=1kb)"
"903"	"ENSG00000187514"	"2"	231708537	231708885	349	"*"	"KOS_4h_peak_902"	135	"."	9.42555	18.85026	13.50766	101	"Promoter (<=1kb)"	2	231708536	231713289	4754	1	"ENST00000409683"	1	"PTMA"	"Promoter (<=1kb)"
"904"	"ENSG00000187514"	"2"	231709261	231709449	189	"*"	"KOS_4h_peak_903"	55	"."	6.5603	10.29393	5.55189	150	"Promoter (<=1kb)"	2	231709781	231712856	3076	1	"ENST00000410064"	-332	"PTMA"	"Promoter (<=1kb)"
"905"	"ENSG00000187514"	"2"	231710176	231710298	123	"*"	"KOS_4h_peak_905"	79	"."	7.28338	12.96905	7.99772	97	"Promoter (<=1kb)"	2	231710427	231713268	2842	1	"ENST00000412128"	-129	"PTMA"	"Promoter (<=1kb)"
"906"	"ENSG00000187514"	"2"	231709513	231709583	71	"*"	"KOS_4h_peak_904"	17	"."	3.9985	5.86251	1.70983	53	"Promoter (<=1kb)"	2	231709781	231712856	3076	1	"ENST00000410064"	-198	"PTMA"	"Promoter (<=1kb)"
"907"	"ENSG00000187601"	"X"	55452398	55452449	52	"*"	"KOS_4h_peak_1489"	51	"."	6.59852	9.80045	5.10335	17	"Promoter (<=1kb)"	23	55452127	55453566	1440	1	"ENST00000342972"	271	"MAGEH1"	"Promoter (<=1kb)"
"908"	"ENSG00000187736"	"2"	219160402	219160483	82	"*"	"KOS_4h_peak_895"	48	"."	5.86401	9.51007	4.85513	51	"Promoter (<=1kb)"	2	219073957	219160555	86599	2	"ENST00000457600"	72	"NHEJ1"	"Promoter (<=1kb)"
"911"	"ENSG00000188177"	"2"	112276160	112276213	54	"*"	"KOS_4h_peak_871"	16	"."	4.28434	5.83183	1.69221	40	"Promoter (<=1kb)"	2	112275597	112340059	64463	1	"ENST00000409871"	563	"ZC3H6"	"Promoter (<=1kb)"
"912"	"ENSG00000188177"	"2"	112275260	112275369	110	"*"	"KOS_4h_peak_870"	50	"."	5.99808	9.72704	5.04225	78	"Promoter (<=1kb)"	2	112275597	112340059	64463	1	"ENST00000409871"	-228	"ZC3H6"	"Promoter (<=1kb)"
"915"	"ENSG00000188229"	"9"	137241731	137242004	274	"*"	"KOS_4h_peak_1471"	49	"."	5.95046	9.65003	4.98526	39	"Promoter (<=1kb)"	9	137241288	137243706	2419	1	"ENST00000604929"	443	"TUBB4B"	"Promoter (<=1kb)"
"916"	"ENSG00000188229"	"9"	137243449	137243520	72	"*"	"KOS_4h_peak_1472"	50	"."	5.99808	9.72704	5.04225	27	"Promoter (2-3kb)"	9	137241288	137243706	2419	1	"ENST00000604929"	2161	"TUBB4B"	"Promoter (2-3kb)"
"917"	"ENSG00000188229"	"9"	137241268	137241320	53	"*"	"KOS_4h_peak_1469"	15	"."	3.46005	5.61827	1.53227	38	"Promoter (<=1kb)"	9	137241287	137243707	2421	1	"ENST00000340384"	0	"TUBB4B"	"Promoter (<=1kb)"
"918"	"ENSG00000188229"	"9"	137241379	137241455	77	"*"	"KOS_4h_peak_1470"	38	"."	5.36718	8.37753	3.8572	26	"Promoter (<=1kb)"	9	137241288	137243706	2419	1	"ENST00000604929"	91	"TUBB4B"	"Promoter (<=1kb)"
